band_number,year,Nestbox,color,date,Species,Sex,blood_num,Age,life_stage,attempt,attempt_id,weight,wing,tail,skull,bill,tarsus,gweight,gwing,gtail,gskull,gbill,gtarsus,pweight,pwing,ptail,pskull,pbill,ptarsus,occasion,ind_id,brood_size,age,blood_num_mother,site,habitat,interval,juliandate,canopy_cover,meanmaxtempI,maxmaxtempI,cumulativeover40I,meanmaxtempO,maxmaxtempO,cumulativeover40O,meanh,meanmaxh,meanminh,meanmintempI,minmintempI,meanmintempO,minmintempO,cort_s1_mother,cort_s2_mother,cort_s1,cort_s2
NA,2021,PICO5,Green,2021-07-09,WEBL,U,NA,L,nestling,2,2021_PICO5_2,15.8,18,1,24.2,3.6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021_PICO5_2_Green,5,5,NA,PG,Orchard,2021-07-01 17:00:00 PDT--2021-07-08 17:00:00 PDT,190,72.577,36.5300625,43.266000000000005,10.083333333333334,39.33775,46.93,12.833333333333332,57.81224392361111,80.96968749999999,37.3918125,15.38275,13.64,14.4685625,12.6815,NA,NA,NA,NA
NA,2021,PICO5,Green,2021-07-16,WEBL,U,NA,L,nestling,2,2021_PICO5_2,25.4,53,15,30.1,4.8,20.4,1.3714285714285712,5,2,0.8428571428571432,0.1714285714285714,0.6285714285714283,0.012399896667527768,0.03968253968253969,0.2857142857142857,0.0049755439365829,0.006802721088435373,0.005612244897959182,2,2021_PICO5_2_Green,5,11,NA,PG,Orchard,2021-07-08 17:00:00 PDT--2021-07-15 17:00:00 PDT,197,72.577,38.0863125,44.06,19.916666666666668,41.537875,47.946,26,52.71641493055556,75.1051875,33.0573125,17.0603125,12.381499999999999,15.4760625,11.6375,NA,NA,NA,NA
NA,2021,PICO5,Green,2021-07-19,WEBL,M,NA,L,nestling,2,2021_PICO5_2,25,62,25,31.1,5.9,22.3,-0.13333333333333286,3,3.3333333333333335,0.3333333333333333,0.36666666666666686,0.6333333333333341,-0.0017497812773403264,0.018867924528301886,0.07407407407407408,0.0036913990402362494,0.02546296296296298,0.010348583877995655,3,2021_PICO5_2_Green,5,18,NA,PG,Orchard,2021-07-11 17:00:00 PDT--2021-07-18 17:00:00 PDT,200,72.577,36.7938125,40.71,3.1666666666666665,40.4434375,44.8245,20.416666666666668,54.2484375,76.7008125,32.7963125,16.0695625,12.381499999999999,14.6023125,11.6375,NA,NA,NA,NA
NA,2021,RRRG3,Blue,2021-05-06,TRES,U,NA,L,nestling,1,2021_RRRG3_1,4.6,11,0,15.9,2.1,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2631-20647,5,4,NA,RR,Grassland,2021-04-28 17:00:00 PDT--2021-05-05 17:00:00 PDT,126,NA,34.074625,37.646,0,34.859,38.3185,0,42.31374565972222,73.1731875,17.492125,12.085625,8.424,11.180187499999999,7.734,NA,NA,NA,NA
NA,2021,RRRG3,Blue,2021-05-13,TRES,U,NA,L,nestling,1,2021_RRRG3_1,15.2,31,4,22,3.6,10.8,1.5142857142857142,2.857142857142857,0.5714285714285714,0.8714285714285713,0.21428571428571427,0.4571428571428573,0.04702750665483585,0.03710575139146568,Inf,0.007829546913104864,0.014577259475218656,0.00859291084854995,2,2631-20647,5,9,NA,RR,Grassland,2021-05-05 17:00:00 PDT--2021-05-12 17:00:00 PDT,133,NA,54.3451875,76.256,35.333333333333336,35.367625,39.7645,1.4166666666666667,34.00657986111111,57.03393749999999,14.443875,9.6138125,4.76,12.7660625,7.694000000000001,NA,NA,NA,NA
2631-20647,2021,RRRG3,Blue,2021-05-17,TRES,U,NA,L,nestling,1,2021_RRRG3_1,12.4,39,8,23.1,4.3,11.7,-0.6999999999999997,2,1,0.27500000000000036,0.17499999999999993,0.22499999999999964,-0.011513157894736838,0.016129032258064516,0.0625,0.003125000000000004,0.012152777777777773,0.005208333333333324,3,2631-20647,5,12,NA,RR,Grassland,2021-05-09 17:00:00 PDT--2021-05-16 17:00:00 PDT,137,NA,48.362375,76.256,26.666666666666668,33.6095625,39.7645,1.4166666666666667,44.18472222222222,68.89693749999999,23.370562500000002,9.021,4.76,11.1131875,8.308,NA,NA,NA,NA
NA,2021,RRRG3,Green,2021-06-24,TRES,U,NA,L,nestling,2,2021_RRRG3_2,16.7,41,8,23,3.7,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2631-20717,4,9,NA,RR,Grassland,2021-06-16 17:00:00 PDT--2021-06-23 17:00:00 PDT,175,NA,41.8533125,49.0625,24.25,40.5706875,47.126000000000005,25.416666666666664,42.874995659722224,71.9031875,18.809124999999998,16.049375,15.14,15.0815625,14.084,NA,NA,NA,NA
2631-20717,2021,RRRG3,Green,2021-06-28,TRES,U,NA,L,nestling,2,2021_RRRG3_2,15.6,54,19,24.7,4.5,11.7,-0.2749999999999999,3.25,2.75,0.4249999999999998,0.19999999999999996,-0.20000000000000018,-0.004116766467065867,0.019817073170731708,0.0859375,0.004619565217391303,0.013513513513513509,-0.0040000000000000036,2,2631-20717,4,16,NA,RR,Grassland,2021-06-20 17:00:00 PDT--2021-06-27 17:00:00 PDT,179,NA,39.916,42.495999999999995,11.166666666666666,38.164249999999996,40.826,6.583333333333333,49.52486111111111,77.615375,25.6525625,15.659062500000001,15.14,14.436875,12.8375,NA,NA,NA,NA
NA,2022,BRO1,Purple,2022-04-26,WEBL,U,B034,L,nestling,1,2022_BRO1_1,NA,14,0,25.9,4.1,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2941-18476,4,6,NA,WI,Orchard,2022-04-18 17:00:00 PDT--2022-04-25 17:00:00 PDT,116,17.331999999999994,24.375,29,0,26.956249999999997,32,0,50.225260416666664,93.6625,5.3375,8.625,6,8.04375,6,NA,NA,4953.5,33290
2941-18476,2022,BRO1,Purple,2022-05-04,WEBL,U,B053,L,nestling,1,2022_BRO1_1,24.4,53,19,30.7,6,20.1,NA,4.875,2.375,0.6000000000000001,0.23750000000000004,0.5250000000000001,NA,0.04352678571428571,Inf,0.0028957528957528965,0.0072408536585365875,0.0041273584905660386,2,2941-18476,4,11,NA,WI,Orchard,2022-04-26 17:00:00 PDT--2022-05-03 17:00:00 PDT,124,17.331999999999994,28.875,34,0,30.25,36,0,49.30598958333333,93.24374999999999,5.0875,10.875,9,9.54375,8,NA,NA,3840.5,14740
