Comments,Date,Start Time,End Time,Observer(s),Site,Nestbox,Species,Adult(s),Nest,Eggs,Nestlings,Notes
,2022-03-29T00:00:00Z,23:20,0:00,KL,Picnic Grounds,PICO1,WEBL,"2 near M, F UB","4	",5W,-,Loggers added
,2022-04-05T00:00:00Z,1:44,2:10,VW,Picnic Grounds,PICO1,WEBL,1 in,"4	",5W,-,
,2022-04-12T00:00:00Z,23:15,2:30,"KL, VW",Picnic Grounds,PICO1,WEBL,1 near 1 in,"4	",0,5,"WC: 11,12,12,11,11"
,2022-04-22T00:00:00Z,3:00,4:30,KL,Picnic Grounds,PICO1,WEBL,2 near,"4	",-,5,"Close to banding age, loggers"
,2022-04-27T00:00:00Z,3:00,4:30,KL,Picnic Grounds,PICO1,WEBL,2 near,"Skipped	",Skipped,Skipped,nestlings audible inside
,2022-05-04T00:00:00Z,,,SM KL PGG,Picnic Grounds,PICO1,WEBL,-,"Skipped	",Skipped,Skipped,
,2022-05-12T00:00:00Z,,,"YW, VW, SM",Picnic Grounds,PICO1,WEBL,-,"4	",-,-,babies hatch
,2022-05-18T00:00:00Z,,,"KL, KG, CP",Picnic Grounds,PICO1,WEBL,2 near,"4	",-,-,
,2022-05-24T00:00:00Z,,,VW,Picnic Grounds,PICO1,WEBL,1 near,"4	",5W,-,second round!
,2022-05-31T00:00:00Z,,,VW PGG KG,Picnic Grounds,PICO1,WEBL,2 near,"4	",5A,-,
,2022-06-07T00:00:00Z,23:30,0:30,CP,Picnic Grounds,PICO1,WEBL,1 WEBL male near,"4	",0,5,Second brood
,2022-06-14T00:00:00Z,,,VW,Picnic Grounds,PICO1,WEBL,1 NEAR,"4	",-,5,
,2022-06-21T00:00:00Z,,,"YW, VW",Picnic Grounds,PICO1,WEBL,-,"4	",-,1,"at least one fledged size baby, closed immediately  so didn’t measure"
,2022-06-30T00:00:00Z,,,VW YW,Picnic Grounds,PICO1,WEBL,-,"4	",-,-,OLD
,2022-07-06T00:00:00Z,23:25,1:00,SM,Picnic Grounds,PICO1,WEBL,1 nearby,"3	",-,-,Old nest
,2022-07-12T00:00:00Z,,,KL,Picnic Grounds,PICO1,WEBL,-,"4	",-,-,
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO1,-,-,"4	",-,-,old nest
,2022-07-27T00:00:00Z,1:15,2:00,SM,Picnic Grounds,PICO1,WEBL,0,"0	",0,0,
,2023-04-01T00:00:00Z,3:48,4:15,KL,Picnic Grounds,PICO1,WEBL,-,"4	",-,-,
,2023-04-04T00:00:00Z,0:19,0:40,"KL,RK,YZ",Picnic Grounds,PICO1,WEBL,1 near,"4	",1C,-,
,2023-04-11T00:00:00Z,0:30,0:50,YZ,Picnic Grounds,PICO1,WEBL,1 nearby,"4	",5A,0,
,2023-04-18T00:00:00Z,0:14,0:50,"RK, YZ",Picnic Grounds,PICO1,WEBL,2 nearby,"4	",5W,-,
,2023-05-02T00:00:00Z,0:15,1:17,"KL, YZ",Picnic Grounds,PICO1,WEBL,2 nearby,"4	",0,3,
,2023-05-09T00:00:00Z,23:31,23:50,YZ,Picnic Grounds,PICO1,WEBL,1 nearby,"NA	",NA,NA,
,2023-05-16T00:00:00Z,1:15,1:30,YZ,Picnic Grounds,PICO1,WEBL,0,"-	",-,-,
,2023-06-01T00:00:00Z,,,KL,Picnic Grounds,PICO1,WEBL,1 near,"4	",6W,-,Dead baby with red nails and dead male found in box
,2023-06-06T00:00:00Z,1:00,1:30,"KL, RK, YZ",Picnic Grounds,PICO1,WEBL,1 inside,"4	",0,5,
,2023-06-16T00:00:00Z,,,KL,Picnic Grounds,PICO1,WEBL,1 near,"4	",-,4,
,2023-06-29T00:00:00Z,,,KL,Picnic Grounds,PICO1,WEBL,-,"4	",-,-,
,2021-04-15T00:00:00Z,6:44,8:00,KL KG,Picnic Grounds,PICO10,-,-,"-	",-,-,one wasp :0
,2021-04-22T00:00:00Z,1:15,2:00,KL KG,Picnic Grounds,PICO10,-,-,"-	",-,-,empty
,2021-04-29T00:00:00Z,1:50,2:30,KL KG,Picnic Grounds,PICO10,-,-,"-	",-,-,Empty
,2021-05-07T00:00:00Z,5:35,6:15,KL KG,Picnic Grounds,PICO10,-,-,"-	",-,-,Empty
,2021-05-14T00:00:00Z,23:35,0:10,KL KG DK,Picnic Grounds,PICO10,WEBL?,-,"0.25	",-,-,Plastic material in nest
,2021-05-21T00:00:00Z,0:30,1:30,"KL, KG",Picnic Grounds,PICO10,WEBL?,-,"4	",-,-,
,2021-05-28T00:00:00Z,0:00,0:30,KL KG,Picnic Grounds,PICO10,WEBL,1 in,"4	",4W,-,-
,2021-06-04T00:00:00Z,2:15,2:25,KL KG,Picnic Grounds,PICO10,WEBL,1 in,"4	",5W,-,loggers added!
,2021-06-11T00:00:00Z,0:25,2:00,KL KG POK,Picnic Grounds,PICO10,WEBL,-,"4	",-,5,"WC: 9,9,8,9- camera added"
,2021-06-18T00:00:00Z,22:30,23:30,KL KG,Picnic Grounds,PICO10,WEBL,2 near,"4	",-,5,"WC: 30,30,30,31,27"
,2021-06-23T00:00:00Z,2:55,3:25,KL KG,Picnic Grounds,PICO10,WEBL,-,"4	",-,5,banded today! big babies!
,2021-06-25T00:00:00Z,3:00,3:30,KL KG,Picnic Grounds,PICO10,skipped,skipped,"skipped	",skipped,skipped,skipped
,2021-07-09T00:00:00Z,1:00,1:40,KL KG,Picnic Grounds,PICO10,WEBL,-,"4	",-,-,loggers and cam collected- seeds in the nest! no dead babies
,2022-03-15T00:00:00Z,1:08,1:30,"KL, CP, IS",Picnic Grounds,PICO10,-,-,"-	",-,-,
,2022-03-23T00:00:00Z,0:55,1:15,"KL, IS",Picnic Grounds,PICO10,WEBL,-,"1	",-,-,
,2022-03-29T00:00:00Z,23:20,0:00,KG,Picnic Grounds,PICO10,WEBL?,0,"2	",0,0,
,2022-04-05T00:00:00Z,1:40,2:15,VW,Picnic Grounds,PICO10,WEBL,-,"3	",-,-,
,2022-04-12T00:00:00Z,3:02,3:15,VW,Picnic Grounds,PICO10,TRES？,-,"2	",-,-,
,2022-04-22T00:00:00Z,3:00,5:00,Austin,Picnic Grounds,PICO10,WEBL,0,"3	",0,0,
,2022-04-27T00:00:00Z,5:00,7:00,KL,Picnic Grounds,PICO10,WEBL,-,"3	",-,-,
,2022-05-05T00:00:00Z,,,"KL, SM, PGG",Picnic Grounds,PICO10,WEBL,-,"3	",-,-,
,2022-05-12T00:00:00Z,,,"YW, VW, SM, KL",Picnic Grounds,PICO10,WEBL?,-,"3	",-,-,-
,2022-05-18T00:00:00Z,,,KG,Picnic Grounds,PICO10,WEBL,0,"3	",0,0,
,2022-05-24T00:00:00Z,,,VW,Picnic Grounds,PICO10,-,-,"2	",-,-,
,2022-05-31T00:00:00Z,,,KG PGG VW,Picnic Grounds,PICO10,WEBL?,-,"2.5	",-,-,-
,2022-06-07T00:00:00Z,,,KL,Picnic Grounds,PICO10,WEBL,-,"4	",5W,-,
,2022-06-14T00:00:00Z,,,KL,Picnic Grounds,PICO10,WEBL,1 in,"4	",5W,-,
,2022-06-21T00:00:00Z,,,VW KL WY YW,Picnic Grounds,PICO10,WEBL,1 IN,"4	",-,5,
,2022-06-30T00:00:00Z,,,VW YW KL,Picnic Grounds,PICO10,WEBL,-,"4	",-,5,
,2022-06-30T00:00:00Z,,,KL,Picnic Grounds,PICO10,WEBL,-,"4	",-,5,
,2022-07-06T00:00:00Z,,,SM,Picnic Grounds,PICO10,WEBL,skipped,"skipped	",skipped,skipped,Heard nestlings inside. Skipped
,2022-07-12T00:00:00Z,,,VW,Picnic Grounds,PICO10,-,-,"4	",-,-,
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO10,WEBL,-,"3?	",-,-,-
,2022-07-27T00:00:00Z,,,SM,Picnic Grounds,PICO10,WEBL,0,"4	",0,0,Removed nest
,2023-04-11T00:00:00Z,0:45,0:50,RK,Picnic Grounds,PICO11,-,-,"0	",-,-,New box
,2023-04-18T00:00:00Z,,,KL,Picnic Grounds,PICO11,-,-,"-	",-,-,
,2023-04-25T00:00:00Z,23:47,0:00,RK,Picnic Grounds,PICO11,-,-,"0	",-,-,
,2023-05-02T00:00:00Z,0:28,1:00,RK,Picnic Grounds,PICO11,-,-,"2	",0,0,
,2023-05-09T00:00:00Z,23:36,0:00,RK,Picnic Grounds,PICO11,-,0,"2	",0,0,
,2023-05-16T00:00:00Z,1:08,1:20,YZ,Picnic Grounds,PICO11,-,0,"1	",0,0,
,2023-06-01T00:00:00Z,3:45,3:59,RK,Picnic Grounds,PICO11,WEBL,0,"4	",3C,0,
,2023-06-16T00:00:00Z,0:46,0:50,YZ,Picnic Grounds,PICO11,WEBL,0,"4	",5W,0,
,2023-06-20T00:00:00Z,,,KL,Picnic Grounds,PICO11,WEBL,1 in,"4	",-,5,
,2023-06-29T00:00:00Z,2:45,3:00,"RK, KL, YZ",Picnic Grounds,PICO11,WEBL,1 near,"4	",0,5,
,2023-07-18T00:00:00Z,,,"KL, YZ",Picnic Grounds,PICO11,-,-,"-	",-,-,
,2023-04-11T00:00:00Z,0:30,1:00,"KL, RK",Picnic Grounds,PICO12,-,-,"-	",-,-,"New box location, replacement for pico9"
,2023-04-18T00:00:00Z,,,KL,Picnic Grounds,PICO12,WEBL,-,"3	",-,-,
,2023-04-25T00:00:00Z,23:40,0:00,RK,Picnic Grounds,PICO12,WEBL,1 nearby,"4	",0,-,
,2023-05-02T00:00:00Z,0:30,1:00,RK,Picnic Grounds,PICO12,WEBL,1 nearby,"4	",3C,0,
,2023-05-09T00:00:00Z,23:38,0:00,RK,Picnic Grounds,PICO12,-,0,"4	",0,0,
,2023-05-16T00:00:00Z,1:10,1:20,YZ,Picnic Grounds,PICO12,WEBL,0,"4	",0,0,
,2023-06-01T00:00:00Z,3:51,3:59,RK,Picnic Grounds,PICO12,WEBL,1 near,"4	",0,0,
,2023-04-11T00:00:00Z,0:30,1:00,"KL,RK",Picnic Grounds,PICO13,-,-,"-	",-,-,
,2023-04-18T00:00:00Z,,,KL,Picnic Grounds,PICO13,-,-,"-	",-,-,
,2023-04-25T00:00:00Z,23:40,0:00,RK,Picnic Grounds,PICO13,-,-,"0	",-,-,
,2023-05-02T00:00:00Z,0:32,1:00,Rk,Picnic Grounds,PICO13,WEBL,0,"4	",0,0,
,2023-05-09T00:00:00Z,23:40,0:00,RK,Picnic Grounds,PICO13,-,0,"4	",0,0,
,2023-05-16T00:00:00Z,1:12,1:20,YZ,Picnic Grounds,PICO13,WEBL,1 nearby,"4	",0,0,
,2023-06-01T00:00:00Z,3:49,3:59,RK,Picnic Grounds,PICO13,WEBL,0,"4	",0,0,
,2023-06-29T00:00:00Z,,,KL,Picnic Grounds,PICO13,WEBL,-,"4	",4W,-,
,2023-07-04T00:00:00Z,2:50,2:58,"KL, RK",Picnic Grounds,PICO13,WEBL,0,"4	",4W,0,
,2023-07-13T00:00:00Z,,,KL,Picnic Grounds,PICO13,WEBL,2 in,"4	",-,4,
,2023-07-18T00:00:00Z,2:17,2:20,"KL, YZ",Picnic Grounds,PICO13,WEBL,0,"4	",0,4,Too small to bleed; come back for bleed & measure Thursday
,2023-07-26T00:00:00Z,,,KL,Picnic Grounds,PICO13,WEBL,-,"4	",-,-,2 dead nestlings :/
,2021-04-15T00:00:00Z,6:15,7:00,"KL, KG",Picnic Grounds,PICO2,TRES?,-,".25/0	",-,-,-
,2021-04-22T00:00:00Z,1:15,2:00,KL KG,Picnic Grounds,PICO2,-,-,"-	",-,-,just a few twigs
,2021-04-29T00:00:00Z,1:50,2:30,KL KG,Picnic Grounds,PICO2,-,-,"-	",-,-,Empty
,2021-05-07T00:00:00Z,5:30,6:00,"KL, KG",Picnic Grounds,PICO2,-,-,"-	",-,-,
,2021-05-14T00:00:00Z,23:30,1:00,"KL, KG, DK",Picnic Grounds,PICO2,-,-,"-	",-,-,
,2021-05-21T00:00:00Z,0:19,1:20,KL KG,Picnic Grounds,PICO2,-,-,"-	",-,-,empty
,2021-05-21T00:00:00Z,0:19,1:20,KL KG,Picnic Grounds,PICO2,-,-,"-	",-,-,empty
,2021-05-28T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO2,-,-,"-	",-,-,
,2021-06-04T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO2,WEBL?,1 near,"1	",-,-,
,2021-06-11T00:00:00Z,0:30,1:15,"KL, KG",Picnic Grounds,PICO2,WEBL,1 near,"4	",3W,-,Male nearby; placed loggers
,2021-06-18T00:00:00Z,22:30,23:30,"KL, KG",Picnic Grounds,PICO2,WEBL,1 in,"4	",4W,-,Loggers
,2021-06-25T00:00:00Z,3:00,3:15,"KL, KG",Picnic Grounds,PICO2,WEBL,-,"4	",4W,-,
,2021-07-02T00:00:00Z,1:45,2:30,KL KG,Picnic Grounds,PICO2,WEBL,1 near,"4	",4W,-,dead eggs?
,2021-07-16T00:00:00Z,3:15,3:30,KG,Picnic Grounds,PICO2,WEBL,2 near,"4	",4C,-,loggers removed- female looks very young ! fledgling spots on her chest
,2022-03-15T00:00:00Z,1:08,1:30,"KL, IS, CP",Picnic Grounds,PICO2,WEBL,1 male,"2	",0,0,
,2022-03-23T00:00:00Z,0:55,1:15,KG RS,Picnic Grounds,PICO2,WEBL,-,"2	",-,-,-
,2022-03-29T00:00:00Z,23:20,0:00,KL,Picnic Grounds,PICO2,WEBL,-,"2	",-,-,
,2022-04-05T00:00:00Z,1:40,2:10,VW,Picnic Grounds,PICO2,-,-,"2	",-,-,
,2022-04-12T00:00:00Z,0:00,0:10,KL VW,Picnic Grounds,PICO2,TRES,-,"3/2	",-,-,over WEBL nest
,2022-04-22T00:00:00Z,3:00,16:30,CP,Picnic Grounds,PICO2,WEBL,1 female near,"3	",-,-,
,2022-04-27T00:00:00Z,5:00,7:00,KL,Picnic Grounds,PICO2,WEBL,-,"3	",-,-,
,2022-05-04T00:00:00Z,,,SM KL PGG,Picnic Grounds,PICO2,TRES?,-,"4/1	",-,-,
,2022-05-12T00:00:00Z,,,VW SM YW,Picnic Grounds,PICO2,TRES?,-,"3	",-,-,-
,2022-05-18T00:00:00Z,,,KG,Picnic Grounds,PICO2,WEBL,0,"4	",0,0,
,2022-05-24T00:00:00Z,,,VW,Picnic Grounds,PICO2,TRES,-,"2	",-,-,
,2022-05-31T00:00:00Z,,,VW PGG KG,Picnic Grounds,PICO2,TRES,-,"2/2	",-,-,
,2022-06-07T00:00:00Z,,,CP,Picnic Grounds,PICO2,TRES,0,"4/1	",0,0,
,2022-06-14T00:00:00Z,,,VW,Picnic Grounds,PICO2,WEBL,1 IN,"4	",2A,-,
,2022-06-21T00:00:00Z,,,VW YW,Picnic Grounds,PICO2,WEBL,1 IN,"4	",5W,-,
,2022-06-30T00:00:00Z,,,VW YW,Picnic Grounds,PICO2,WEBL,-,"4	",1C,-,
,2022-07-06T00:00:00Z,,,SM,Picnic Grounds,PICO2,WEBL,-,"4	",1:00 AM,-,
,2022-07-12T00:00:00Z,,,KL,Picnic Grounds,PICO2,WEBL,-,"4	",1C,-,Old egg
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO2,-,-,"4	",-,-,old nest
,2022-07-27T00:00:00Z,,,SM,Picnic Grounds,PICO2,WEBL,1 WEBL male near,"4	",1C,0,"Egg light in color and weight, looks old"
,2023-04-01T00:00:00Z,3:48,4:15,KL,Picnic Grounds,PICO2,WEBL,-,"3	",-,-,
,2023-04-04T00:00:00Z,0:30,0:40,"kL, RK, YZ",Picnic Grounds,PICO2,WEBL,0,"3	",0,0,2 nearby TRES
,2023-04-11T00:00:00Z,0:30,0:50,YZ,Picnic Grounds,PICO2,TRES,2 nearby,"3/15	",0,0,
,2023-04-18T00:00:00Z,0:19,0:50,"RK, YZ",Picnic Grounds,PICO2,TRES,2 nearby,"3/1	",0,0,
,2023-04-25T00:00:00Z,23:34,23:40,YZ,Picnic Grounds,PICO2,TRES,2 nearby,"4/15	",0,0,
,2023-05-02T00:00:00Z,0:35,1:00,RK,Picnic Grounds,PICO2,TRES,1 nearby,"4/4	",3A,0,
,2023-05-09T00:00:00Z,23:29,23:50,YZ,Picnic Grounds,PICO2,TRES,1 inside,"4/10	",5W,0,
,2023-05-16T00:00:00Z,1:17,1:30,YZ,Picnic Grounds,PICO2,TRES,1 inside,"4/15	",5W,0,
,2023-06-01T00:00:00Z,,,KL,Picnic Grounds,PICO2,Skipped,-,"Skipped	",Skipped,Skipped,
,2023-06-29T00:00:00Z,2:00,2:10,"KL, YZ",Picnic Grounds,PICO2,WEBL,1 nearby,"4	",4W,0,
,2023-07-13T00:00:00Z,,,KL,Picnic Grounds,PICO2,WEBL,1 in,"4	",4W,-,
,2021-04-15T00:00:00Z,6:25,8:00,KL KG,Picnic Grounds,PICO3,-,-,"-	",-,-,One wasp!
,2021-04-22T00:00:00Z,1:15,2:00,KL KG,Picnic Grounds,PICO3,-,-,"-	",-,-,one wasp- murdered
,2021-04-29T00:00:00Z,1:50,2:30,KL KG,Picnic Grounds,PICO3,-,-,"-	",-,-,Empty
,2021-05-07T00:00:00Z,5:30,6:00,"KL, KG",Picnic Grounds,PICO3,-,-,"-	",-,-,
,2021-05-14T00:00:00Z,23:30,1:00,"KL, KG, DK",Picnic Grounds,PICO3,-,-,"-	",-,-,
,2021-05-21T00:00:00Z,0:19,1:20,KL KG,Picnic Grounds,PICO3,-,-,"-	",-,-,empty
,2021-05-28T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO3,-,-,"-	",-,-,
,2021-06-04T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO3,-,-,"-	",-,-,
,2021-06-11T00:00:00Z,0:30,1:15,"KL, KG",Picnic Grounds,PICO3,-,-,"-	",-,-,
,2021-06-18T00:00:00Z,22:30,23:30,"KL, KG",Picnic Grounds,PICO3,-,-,"-	",-,-,
,2021-06-25T00:00:00Z,3:00,3:15,"KL, KG",Picnic Grounds,PICO3,-,-,"-	",-,-,
,2022-03-15T00:00:00Z,1:08,1:30,"KL, IS, CP",Picnic Grounds,PICO3,WEBL,0,"3	",0,0,
,2022-03-29T00:00:00Z,23:20,0:00,KG,Picnic Grounds,PICO3,WEBL,1 female flew out of box,"4	","3 warm eggs, 1 cracked egg",0,Loggers installed
,2022-04-05T00:00:00Z,1:40,2:00,VW,Picnic Grounds,PICO3,WEBL,Female in,"4	",4W,-,
,2022-04-12T00:00:00Z,2:55,3:00,KL VW,Picnic Grounds,PICO3,WEBL,2 in,"4	",1W,3,"WC: 16, 16, 14"
,2022-04-22T00:00:00Z,3:00,4:30,KL,Picnic Grounds,PICO3,WEBL,-,"4	",-,-,Loggers removed; nestlings gone
,2022-04-27T00:00:00Z,5:00,7:00,KL,Picnic Grounds,PICO3,WEBL,-,"4	",5C,-,
,2022-05-05T00:00:00Z,,,"KL, SM, PGG",Picnic Grounds,PICO3,WEBL,-,"4	",6W,-,
,2022-05-12T00:00:00Z,,,"YW, VW, SM",Picnic Grounds,PICO3,WEBL,-,"4	",6W,-,-
,2022-05-18T00:00:00Z,,,KL,Picnic Grounds,PICO3,WEBL,-,"4	",-,6,
,2022-05-31T00:00:00Z,,,KG PGG VW,Picnic Grounds,PICO3,WEBL,1 near,"skipped	",skipped,skipped,-
,2022-06-07T00:00:00Z,,,CP,Picnic Grounds,PICO3,WEBL,0,"4	",0,0,
,2022-06-14T00:00:00Z,,,VW,Picnic Grounds,PICO3,WEBL,-,"4	",-,-,old nest
,2022-06-21T00:00:00Z,,,VW YW,Picnic Grounds,PICO3,WEBL,-,"4	",-,-,fledged. Removed old nest because its too dirty
,2022-06-30T00:00:00Z,,,VW YW,Picnic Grounds,PICO3,-,-,"-	",-,-,empty
,2022-07-06T00:00:00Z,,,SM,Picnic Grounds,PICO3,-,-,"-	",-,-,
,2022-07-12T00:00:00Z,,,KL,Picnic Grounds,PICO3,-,-,"-	",-,-,
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO3,-,-,"-	",-,-,empty
,2022-07-27T00:00:00Z,,,SM,Picnic Grounds,PICO3,-,0,"0	",0,0,
,2023-04-01T00:00:00Z,3:48,4:15,KL,Picnic Grounds,PICO3,-,-,"-	",-,-,
,2023-04-04T00:00:00Z,0:32,0:40,"KL, YZ, RK",Picnic Grounds,PICO3,TRES,2 TRES nearby,"-	",-,-,
,2023-04-11T00:00:00Z,0:40,0:50,YZ,Picnic Grounds,PICO3,TRES,0,"1/2	",0,0,
,2023-04-18T00:00:00Z,0:25,0:50,"RK, YZ",Picnic Grounds,PICO3,TRES,1 nearby,"4/10	",-,-,
,2023-04-25T00:00:00Z,23:37,23:40,YZ,Picnic Grounds,PICO3,TRES,2 nearby,"4/20	",0,0,
,2023-04-25T00:00:00Z,,,KL,Picnic Grounds,PICO3,WEBL,1 in,"4	",3/W,-,
,2023-05-02T00:00:00Z,0:38,1:00,RK,Picnic Grounds,PICO3,TRES,1 inside,"4/12	",5W,0,
,2023-05-09T00:00:00Z,,,KL,Picnic Grounds,PICO3,TRES,1 in,"4/20	",6W,-,
,2023-05-18T00:00:00Z,0:30,1:00,"RK, KL",Picnic Grounds,PICO3,TRES,1 female,"4/25	",2,4,Hatch day!
,2023-05-25T00:00:00Z,3:00,3:30,"RK, YZ, KL",Picnic Grounds,PICO3,TRES,1 near,"4/20	",0,4,
,2023-05-30T00:00:00Z,23:30,0:00,"RK, YZ, KL",Picnic Grounds,PICO3,TRES,1 near,"4/35	",0,4,
,2023-06-16T00:00:00Z,,,KL,Picnic Grounds,PICO3,TRES,-,"4/5	",-,-,
,2023-08-02T00:00:00Z,3:30,3:35,"KL, RK, YZ",Picnic Grounds,PICO3,WEBL,0,"4	",0,4,
,2021-04-15T00:00:00Z,6:15,7:00,"KL, KG",Picnic Grounds,PICO4,-,-,"-	",-,-,-
,2021-04-22T00:00:00Z,1:15,2:00,KL KG,Picnic Grounds,PICO4,-,-,"-	",-,-,empty
,2021-04-29T00:00:00Z,1:50,2:30,KL KG,Picnic Grounds,PICO4,-,-,"-	",-,-,Empty
,2021-05-07T00:00:00Z,5:30,6:00,"KL, KG",Picnic Grounds,PICO4,-,-,"-	",-,-,
,2021-05-14T00:00:00Z,23:30,1:00,"KL, KG, DK",Picnic Grounds,PICO4,-,-,"-	",-,-,
,2021-05-21T00:00:00Z,0:19,1:20,KL KG,Picnic Grounds,PICO4,-,-,"-	",-,-,empty
,2021-05-28T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO4,-,-,"-	",-,-,
,2021-06-04T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO4,-,-,"-	",-,-,
,2021-06-11T00:00:00Z,0:30,1:15,"KL, KG",Picnic Grounds,PICO4,-,-,"-	",-,-,
,2021-06-18T00:00:00Z,22:30,23:30,"KL, KG",Picnic Grounds,PICO4,-,-,"-	",-,-,
,2021-06-25T00:00:00Z,3:00,3:15,"KL, KG",Picnic Grounds,PICO4,-,-,"-	",-,-,
,2022-03-15T00:00:00Z,1:08,1:30,"KL, IS, CP",Picnic Grounds,PICO4,WEBL,1 female near,"3, 5 feathers	",0,0,
,2022-03-29T00:00:00Z,23:20,0:00,KG,Picnic Grounds,PICO4,WEBL,2 UB,"4	",5W,-,loggers added !
,2022-04-05T00:00:00Z,1:45,2:15,"SM, VW, KL",Picnic Grounds,PICO4,WEBL,1 in,"4	",5W,-,F wouldnt leave box
,2022-04-12T00:00:00Z,23:15,2:30,"KL, VW",Picnic Grounds,PICO4,WEBL,1 in 1 near,"4	",1A,4,"Babies cold, will measure Thurs? Mother bled B001"
,2022-04-16T00:00:00Z,16:15,16:45,"KL, KG, YW",Picnic Grounds,PICO4,WEBL,2 near,"4	",1W,3,"WC: 14,12,15"
,2022-04-27T00:00:00Z,5:00,7:00,KL,Picnic Grounds,PICO4,WEBL,2 near,"4	",1C,3,"Banded, bled"
,2022-05-05T00:00:00Z,,,"KL, SM, PGG",Picnic Grounds,PICO4,WEBL,-,"4	",1A,-,
,2022-05-12T00:00:00Z,,,"YW, KL, VW, VW",Picnic Grounds,PICO4,WEBL,1near,"-	",-,-,-
,2022-05-18T00:00:00Z,,,KG,Picnic Grounds,PICO4,WEBL,1 WEBL male and 1 WEBL female near,"4	",6W,-,
,2022-05-23T00:00:00Z,,,KL,Picnic Grounds,PICO4,WEBL,2 near,"4	",6W,-,
,2022-05-31T00:00:00Z,,,KG PGG VW,Picnic Grounds,PICO4,WEBL,1 female near,"4	",2W,3,hatch day- skipped m1 still needs to occur
,2022-06-02T00:00:00Z,1:30,2:30,KL,Picnic Grounds,PICO4,WEBL,"1 WEBL female in, 1 WEBL male in","4	",0,6,
,2022-06-09T00:00:00Z,,,SM CP KL,Picnic Grounds,PICO4,WEBL,-,"4	",-,6,
,2022-06-14T00:00:00Z,,,VW,Picnic Grounds,PICO4,WEBL,-,"-	",-,-,1 fully fledged baby near box!
,2022-06-21T00:00:00Z,,,VW YW,Picnic Grounds,PICO4,-,-,"-	",-,-,Nothing heard
,2022-06-30T00:00:00Z,,,VW YW,Picnic Grounds,PICO4,-,-,"4	",-,-,
,2022-07-06T00:00:00Z,,,SM,Picnic Grounds,PICO4,TRES?,-,"3/1	",-,-,
,2022-07-12T00:00:00Z,,,KL,Picnic Grounds,PICO4,WEBL,-,"4	",-,-,
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO4,-,-,"4	",-,-,old nest
,2022-07-27T00:00:00Z,,,SM,Picnic Grounds,PICO4,WEBL,-,"4	",0,0,Removed old nest
,2023-04-01T00:00:00Z,3:48,4:15,KL,Picnic Grounds,PICO4,-,-,"-	",-,-,
,2023-04-04T00:00:00Z,0:30,0:40,"KL, RK, YZ",Picnic Grounds,PICO4,-,0,"0	",0,0,
,2023-04-11T00:00:00Z,0:40,0:50,YZ,Picnic Grounds,PICO4,WEBL,2 nearby,"0	",0,0,
,2023-04-18T00:00:00Z,0:29,0:50,"RK, YZ",Picnic Grounds,PICO4,WEBL,1 on top,"3	",0,0,
,2023-04-25T00:00:00Z,23:39,23:40,YZ,Picnic Grounds,PICO4,TRES,0,"4/3	",0,0,
,2023-04-25T00:00:00Z,0:19,0:45,RK,Picnic Grounds,PICO4,WEBL,1 nearby,"3	",-,-,
,2023-05-02T00:00:00Z,0:45,1:00,RK,Picnic Grounds,PICO4,WEBL,3 nearby,"4	",4C,0,
,2023-05-09T00:00:00Z,23:36,23:50,YZ,Picnic Grounds,PICO4,WEBL,1 inside,"4	",4W,0,
,2023-05-16T00:00:00Z,1:19,1:30,YZ,Picnic Grounds,PICO4,WEBL,1 inside,"4	",4W,0,
,2023-05-23T00:00:00Z,2:15,2:45,"KL, RK, YZ",Picnic Grounds,PICO4,WEBL,1 inside,"4	",2W,2,
,2023-06-16T00:00:00Z,,,KL,Picnic Grounds,PICO4,TRES,-,"4/5	",-,-,
,2021-04-15T00:00:00Z,6:32,8:00,KL KG,Picnic Grounds,PICO5,WEBL,-,"3	",-,-,-
,2021-04-22T00:00:00Z,1:15,2:00,"KL, KG",Picnic Grounds,PICO5,WEBL,WEBL,"4	",3A,-,-
,2021-04-29T00:00:00Z,2:00,2:30,"KL, KG",Picnic Grounds,PICO5,WEBL,2 unbanded,"4	",5W,-,Placed loggers
,2021-05-07T00:00:00Z,5:30,6:00,"KL, KG",Picnic Grounds,PICO5,WEBL,1 in,"4	",5W,-,
,2021-05-14T00:00:00Z,23:30,1:00,"KL, KG, DK",Picnic Grounds,PICO5,WEBL,1 in 1 on,"4	",-,4,"Both UB, WC: 9, 15, 13, 12"
,2021-05-21T00:00:00Z,0:30,2:00,"KL, KG",Picnic Grounds,PICO5,WEBL,2 near,"4	",-,4,banded
