Comments,Date,Start Time,End Time,Observer(s),Site,Nestbox,Species,Adult(s),Nest,Eggs,Nestlings,Notes
,2021-05-28T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO5,WEBL,2 near,"Skipped	",Skipped,Skipped,Skip 1
,2021-06-04T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO5,WEBL,1 near,"Skipped	",Skipped,Skipped,
,2021-06-11T00:00:00Z,0:30,1:15,"KL, KG",Picnic Grounds,PICO5,WEBL,1 near,"4	",1A,-,Left loggers up but downloaded data; removed cam
,2021-06-18T00:00:00Z,22:30,23:30,KL KG,Picnic Grounds,PICO5,WEBL,2 near,"4	",2C,-,-
,2021-06-18T00:00:00Z,22:30,23:30,KL KG,Picnic Grounds,PICO5,WEBL,2 near,"4	",2C,-,-
,2021-06-25T00:00:00Z,3:00,3:15,"KL, KG",Picnic Grounds,PICO5,WEBL,1 in,"4	",6W,-,
,2021-07-02T00:00:00Z,1:45,2:00,KL KG,Picnic Grounds,PICO5,WEBL,2 near,"4	",6W,-,-
,2021-07-09T00:00:00Z,0:45,1:15,"KL, KG",Picnic Grounds,PICO5,WEBL,2 near,"4	",1,5,"Measure 1; 1 baby deformed beak; added camera; WC: 13,13,19,20,18"
,2021-08-05T00:00:00Z,3:00,3:19,KG,Picnic Grounds,PICO5,WEBL,-,"4	",-,-,loggers and cam 1 removed
,2021-08-05T00:00:00Z,3:00,3:19,KG,Picnic Grounds,PICO5,WEBL,-,"4	",-,-,loggers and cam 1 removed
,2022-03-15T00:00:00Z,1:08,1:45,"KL, CP, IS",Picnic Grounds,PICO5,WEBL,-,"-	",-,-,
,2022-03-29T00:00:00Z,23:20,0:00,KG,Picnic Grounds,PICO5,WEBL?,-,"2	",-,-,-
,2022-04-05T00:00:00Z,1:45,2:15,"SM, VW, KL",Picnic Grounds,PICO5,TRES,-,"3/3	",-,-,
,2022-04-05T00:00:00Z,23:40,1:00,SM KL PGG,Picnic Grounds,PICO5,TRES,1 in,"4/25	",6 W,-,
,2022-04-12T00:00:00Z,1:31,1:35,VW,Picnic Grounds,PICO5,TRES,2 DIVE,"4/8	",-,-,
,2022-04-22T00:00:00Z,3:00,5:00,KL,Picnic Grounds,PICO5,TRES,1 in,"4/20	",5W,-,Loggers added
,2022-04-27T00:00:00Z,5:00,7:00,KL,Picnic Grounds,PICO5,TRES,-,"4/20	",6W,-,Loggers
,2022-05-12T00:00:00Z,,,KL,Picnic Grounds,PICO5,TRES,-,"4/20	",1W,5,
,2022-05-18T00:00:00Z,,,KG CP KL,Picnic Grounds,PICO5,TRES,2 near,"4/4	",-,5,-
,2022-05-24T00:00:00Z,,,VW,Picnic Grounds,PICO5,TRES,2 FEEDING,"4	",-,-,Huge babies poking head out and begging food when parents fly by.Cutest thing ever🦄
,2022-05-31T00:00:00Z,,,VW,Picnic Grounds,PICO5,-,-,"4/6	",-,-,
,2022-06-07T00:00:00Z,,,CP,Picnic Grounds,PICO5,TRES,0,"4/6	",0,0,Post-fledge
,2022-06-14T00:00:00Z,,,VW,Picnic Grounds,PICO5,TRES,-,"4/3	",-,-,
,2022-06-21T00:00:00Z,,,VW,Picnic Grounds,PICO5,TRES,-,"4/4	",-,-,fledged
,2022-06-30T00:00:00Z,,,VW YW,Picnic Grounds,PICO5,TRES,-,"4/7	",-,-,old
,2022-07-06T00:00:00Z,,,SM,Picnic Grounds,PICO5,TRES,-,"4/5	",-,-,
,2022-07-12T00:00:00Z,,,KL,Picnic Grounds,PICO5,TRES,-,"4/10	",-,-,Old nest removed
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO5,-,-,"-	",-,-,"nest cleared out, poop"
,2022-07-27T00:00:00Z,,,SM,Picnic Grounds,PICO5,-,0,"0	",0,0,
,2023-04-01T00:00:00Z,3:48,4:15,KL,Picnic Grounds,PICO5,WEBL,-,"3	",-,-,
,2023-04-04T00:00:00Z,0:40,0:50,"KL, YZ, RK",Picnic Grounds,PICO5,WEBL,2 male WEBL nearby,"4	",2,-,
,2023-04-11T00:00:00Z,0:45,0:50,YZ,Picnic Grounds,PICO5,WEBL,1 on top,"4	",6W,0,2 adult TRES nearby
,2023-04-18T00:00:00Z,0:30,0:50,"RK, YZ",Picnic Grounds,PICO5,WEBL,"1 inside, flew out","4	",6W,-,1 TRES nearby
,2023-04-25T00:00:00Z,23:30,23:40,"KL, YZ",Picnic Grounds,PICO5,WEBL,2,"4	",0,6,Male bleed
,2023-04-25T00:00:00Z,0:21,0:45,RK,Picnic Grounds,PICO5,TRES,-,"2/0	",-,-,
,2023-05-02T00:00:00Z,,,AS,Picnic Grounds,PICO5,WEBL,1 in,"4	",0,6,
,2023-05-16T00:00:00Z,1:20,1:30,YZ,Picnic Grounds,PICO5,-,-,"-	",-,-,
,2023-06-01T00:00:00Z,3:46,3:50,YZ,Picnic Grounds,PICO5,WEBL,1 inside,"4	",5W,0,
,2023-06-06T00:00:00Z,1:15,1:45,"KL, RK, YZ",Picnic Grounds,PICO5,HOSP,1 HOSP inside,"4	",2,0,HOSP took over WEBL nest and built up nest over. 3 HOSP eggs removed and part of nest removed. 2 WEBL eggs left in nest and loggers kept on
,2023-06-20T00:00:00Z,0:03,0:05,YZ,Picnic Grounds,PICO5,WEBL,0,"4	",0,0,
,2021-04-15T00:00:00Z,6:35,8:00,KL KG,Picnic Grounds,PICO6,WEBL,-,"4	",1A,-,-
,2021-04-22T00:00:00Z,1:15,2:00,"KL, KG",Picnic Grounds,PICO6,WEBL,1 in,"4	",3w,-,Placed loggers
,2021-04-29T00:00:00Z,2:00,2:30,"KL, KG",Picnic Grounds,PICO6,WEBL,-,"4	",3W,-,-
,2021-05-07T00:00:00Z,5:30,6:00,"KL, KG",Picnic Grounds,PICO6,WEBL,1 in,"4	",2W,1,WC: 10
,2021-05-17T00:00:00Z,1:30,1:35,"KL, AG",Picnic Grounds,PICO6,WEBL,-,"4	",2,1,banded
,2021-05-21T00:00:00Z,0:30,2:00,"KL, KG",Picnic Grounds,PICO6,WEBL,2 near,"Skipped	",Skipped,Skipped,No noise from box
,2021-05-28T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO6,WEBL,-,"Skipped	",Skipped,Skipped,No nestlings audible; skip 2
,2021-06-04T00:00:00Z,0:00,0:30,"KL, KG",Picnic Grounds,PICO6,WEBL,1 near,"4	",-,-,"Empty nest, loggers removed"
,2021-06-11T00:00:00Z,0:30,1:15,"KL, KG",Picnic Grounds,PICO6,WEBL,-,"4	",-,-,
,2021-06-18T00:00:00Z,22:30,23:30,KL KG,Picnic Grounds,PICO6,WEBL?,-,"4	",-,-,-
,2021-06-25T00:00:00Z,3:00,3:15,"KL, KG",Picnic Grounds,PICO6,WEBL,-,"4	",-,-,
,2021-07-02T00:00:00Z,1:45,2:00,KL KG,Picnic Grounds,PICO6,WEBL,-,"4	",-,-,-
,2022-03-29T00:00:00Z,23:20,0:00,KG,Picnic Grounds,PICO6,WEBL?,-,"1.5	",-,-,-
,2022-04-05T00:00:00Z,1:45,2:15,"SM, VW, KL",Picnic Grounds,PICO6,TRES,1 in 1 flying,"1/0	",-,-,
,2022-04-12T00:00:00Z,1:28,1:30,VW,Picnic Grounds,PICO6,TRES？,3 dive,"4	",-,-,
,2022-04-22T00:00:00Z,3:00,5:00,KL,Picnic Grounds,PICO6,TRES,2 near,"4/0	",-,-,
,2022-04-27T00:00:00Z,5:00,7:00,KL,Picnic Grounds,PICO6,TRES,1 in,"3/8	",-,-,
,2022-05-05T00:00:00Z,,,"KL, SM, PGG",Picnic Grounds,PICO6,TRES,-,"4/5	",3W,-,
,2022-05-12T00:00:00Z,,,"YW, KL, VW, SM",Picnic Grounds,PICO6,TRES,1near,"4	",6W,-,-
,2022-05-18T00:00:00Z,,,"KL, KG, CP",Picnic Grounds,PICO6,TRES,1 near,"4/10	",5W,-,
,2022-05-24T00:00:00Z,,,KL,Picnic Grounds,PICO6,TRES,1 in 1 near,"4/15	",2W,4,
,2022-05-31T00:00:00Z,,,VW,Picnic Grounds,PICO6,TRES,1,"4/5	",1:00 AM,4,
,2022-06-03T00:00:00Z,0:30,1:10,"KL, KG",Picnic Grounds,PICO6,TRES,2 TRES near,"4	",1,4,
,2022-06-07T00:00:00Z,,,CP,Picnic Grounds,PICO6,-,-,"-	",-,-,
,2022-06-14T00:00:00Z,,,VW,Picnic Grounds,PICO6,TRES,1 NEAR,"4	",-,2,Huge babies so didn't remove loggers
,2022-06-21T00:00:00Z,,,VW YW,Picnic Grounds,PICO6,WEBL,-,"4	",-,-,fledged
,2022-06-30T00:00:00Z,,,VW YW,Picnic Grounds,PICO6,-,-,"4	",-,-,old
,2022-07-06T00:00:00Z,,,SM,Picnic Grounds,PICO6,TRES,-,"3/5	",-,-,
,2022-07-12T00:00:00Z,,,KL,Picnic Grounds,PICO6,TRES,-,"4/5	",-,-,Old nest removed
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO6,-,-,"-	",-,-,"nest cleared out, poop"
,2022-07-27T00:00:00Z,,,SM,Picnic Grounds,PICO6,-,"4 WEBL near (one male, one female, 2 recently fledged)","0	",0,0,
,2023-04-01T00:00:00Z,3:48,4:15,KL,Picnic Grounds,PICO6,TRES,2 near,"-	",-,-,
,2023-04-04T00:00:00Z,0:40,0:40,"KL, RK, YZ",Picnic Grounds,PICO6,WEBL,"2 adults nearby, male banded","0	",0,0,
,2023-04-11T00:00:00Z,0:45,0:50,YZ,Picnic Grounds,PICO6,WEBL,2 nearby,"3	",0,0,
,2023-04-18T00:00:00Z,0:31,0:50,"RK, YZ",Picnic Grounds,PICO6,WEBL,1 inside,"4	",0,0,1 adult TRES nearby
,2023-04-25T00:00:00Z,23:40,23:50,YZ,Picnic Grounds,PICO6,WEBL,1 inside,"4	",3W,0,
,2023-04-25T00:00:00Z,0:23,0:45,"RK, YZ",Picnic Grounds,PICO6,-,-,"1	",-,-,
,2023-05-02T00:00:00Z,0:47,1:00,RK,Picnic Grounds,PICO6,WEBL,0,"4	",6W,0,
,2023-05-09T00:00:00Z,23:32,23:50,YZ,Picnic Grounds,PICO6,WEBL,1 inside,"4	",6W,0,
,2023-05-16T00:00:00Z,1:26,1:30,"KL, YZ",Picnic Grounds,PICO6,WEBL,1 nearby,"4	",1,5,
,2023-06-06T00:00:00Z,1:00,1:00,"RK, YZ",Picnic Grounds,PICO6,-,0,"4	",0,0,
,2023-06-16T00:00:00Z,,,KL,Picnic Grounds,PICO6,WEBL,1 near,"4	",5W,-,
,2023-06-20T00:00:00Z,0:00,0:03,YZ,Picnic Grounds,PICO6,WEBL,4 nearby,"4	",0,0,
,2021-04-15T00:00:00Z,6:38,8:00,KL KG,Picnic Grounds,PICO7,-,-,"-	",-,-,nothing !
,2021-04-22T00:00:00Z,1:15,2:00,"KL, KG",Picnic Grounds,PICO7,-,-,"-	",-,-,-
,2021-04-29T00:00:00Z,2:00,2:30,"KL, KG",Picnic Grounds,PICO7,-,-,"-	",-,-,-
,2021-05-07T00:00:00Z,5:35,6:15,KL KG,Picnic Grounds,PICO7,-,-,"-	",-,-,Empty
,2021-05-14T00:00:00Z,23:35,0:10,KL KG DK,Picnic Grounds,PICO7,WEBL?,-,"0.25	",-,-,New nest
,2021-05-21T00:00:00Z,0:00,1:30,"KL, KG",Picnic Grounds,PICO7,WEBL?,-,"1	",-,-,
,2021-05-28T00:00:00Z,0:00,0:30,KL KG,Picnic Grounds,PICO7,TRES?,-,"1/1	",-,-,-
,2021-06-04T00:00:00Z,0:00,1:00,KL KG,Picnic Grounds,PICO7,WEBL?,-,"1	",-,-,-
,2021-06-11T00:00:00Z,0:25,1:15,KL KG POK,Picnic Grounds,PICO7,TRES?,-,"1/1	",-,-,-
,2021-06-18T00:00:00Z,22:30,23:30,KL KG,Picnic Grounds,PICO7,-,-,"1	",-,-,-
,2021-06-25T00:00:00Z,3:00,3:30,KL KG,Picnic Grounds,PICO7,-,-,"-	",-,-,empty
,2022-03-15T00:00:00Z,1:08,1:30,"KL, CP, IS",Picnic Grounds,PICO7,-,-,"-	",-,-,Lots of poop
,2022-03-23T00:00:00Z,0:55,1:15,"KL, IS",Picnic Grounds,PICO7,-,-,"-	",-,-,
,2022-03-29T00:00:00Z,23:20,0:00,KG,Picnic Grounds,PICO7,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,1:40,2:10,VW,Picnic Grounds,PICO7,-,-,"-	",-,_,oNY poop in the box
,2022-04-12T00:00:00Z,3:01,3:10,VW,Picnic Grounds,PICO7,-,-,"2	",-,-,
,2022-04-22T00:00:00Z,3:00,5:00,KL,Picnic Grounds,PICO7,TRES,-,"2/2	",-,-,
,2022-04-27T00:00:00Z,5:00,7:00,KL,Picnic Grounds,PICO7,WEBL,-,"2	",-,-,
,2022-05-05T00:00:00Z,,,"KL, SM, PGG",Picnic Grounds,PICO7,TRES,-,"2/1	",-,-,
,2022-05-12T00:00:00Z,,,VW YW,Picnic Grounds,PICO7,-,-,"2	",-,-,-
,2022-05-18T00:00:00Z,,,CP,Picnic Grounds,PICO7,TRES,0,"3/2	",0,0,
,2022-05-24T00:00:00Z,,,VW,Picnic Grounds,PICO7,-,-,"1	",-,-,
,2022-05-31T00:00:00Z,,,VW,Picnic Grounds,PICO7,TRES,-,"1/1	",-,-,
,2022-06-07T00:00:00Z,,,KL,Picnic Grounds,PICO7,WEBL,-,"4	",-,-,
,2022-06-14T00:00:00Z,,,KL,Picnic Grounds,PICO7,WEBL,1 in,"4	",4W,-,
,2022-06-21T00:00:00Z,,,KL,Picnic Grounds,PICO7,WEBL,1 in,"4	",4W,-,
,2022-06-30T00:00:00Z,,,KL,Picnic Grounds,PICO7,WEBL,2 near,"4	",1W,3,At least 2 fledgelings begging from parents
,2022-07-06T00:00:00Z,,,KL,Picnic Grounds,PICO7,WEBL,1 in,"Skipped	",Skipped,Skipped,There are nestlings but didn’t count them because they are being measured tomorrow
,2022-07-07T00:00:00Z,,,KL,Picnic Grounds,PICO7,WEBL,2 near,"4	",-,3,
,2022-07-12T00:00:00Z,,,KL,Picnic Grounds,PICO7,WEBL,2 near,"Skipped	",Skipped,Skipped,
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO7,TRES,-,"4/4	",-,-,loggers removed
,2022-07-27T00:00:00Z,,,SM,Picnic Grounds,PICO7,WEBL,0,"4	",0,0,Removed nest
,2023-04-01T00:00:00Z,3:48,4:15,KL,Picnic Grounds,PICO7,WEBL,-,"4	",-,-,
,2023-04-04T00:00:00Z,0:48,0:50,"KL, YZ, RK",Picnic Grounds,PICO7,WEBL,-,"4	",0,-,
,2023-04-11T00:00:00Z,0:30,1:00,"KL,RK",Picnic Grounds,PICO7,-,-,"-	",-,-,"New box, replacement for pico13"
,2023-04-18T00:00:00Z,,,KL,Picnic Grounds,PICO7,WEBL,1 female in,"4	",4W,-,
,2023-04-25T00:00:00Z,23:33,0:00,RK,Picnic Grounds,PICO7,WEBL,-,"4	",1C,-,
,2023-05-02T00:00:00Z,0:22,1:00,RK,Picnic Grounds,PICO7,WEBL,-,"4	",1C,0,
,2023-05-09T00:00:00Z,23:02,0:00,RK,Picnic Grounds,PICO7,WEBL,0,"4	",1C,0,Nest adandoned
,2023-05-16T00:00:00Z,1:04,1:20,YZ,Picnic Grounds,PICO7,WEBL,0,"4	",0,0,1 empty egg shell in nest
,2023-06-01T00:00:00Z,3:48,3:59,RK,Picnic Grounds,PICO7,WEBL,0,"4	",0,0,
,2021-04-15T00:00:00Z,6:41,8:00,KL KG,Picnic Grounds,PICO8,-,-,"-	",-,-,nothing !
,2021-04-22T00:00:00Z,1:15,2:00,"KL, KG",Picnic Grounds,PICO8,-,-,"-	",-,-,-
,2021-04-29T00:00:00Z,2:00,2:15,"KL, KG",Picnic Grounds,PICO8,-,-,"-	",-,-,-
,2021-05-07T00:00:00Z,5:35,6:15,KL KG,Picnic Grounds,PICO8,-,-,"-	",-,-,Wasps nest
,2021-05-14T00:00:00Z,23:35,0:10,KL KG DK,Picnic Grounds,PICO8,-,-,"-	",-,-,Wasps nest
,2021-05-21T00:00:00Z,0:30,1:30,"KL, KG",Picnic Grounds,PICO8,-,-,"-	",-,-,
,2021-05-28T00:00:00Z,0:00,0:30,KL KG,Picnic Grounds,PICO8,-,-,"-	",-,-,empty
,2021-06-04T00:00:00Z,0:00,1:00,KL KG,Picnic Grounds,PICO8,-,-,"-	",-,-,empty
,2021-06-11T00:00:00Z,0:25,1:15,KL KG POK,Picnic Grounds,PICO8,-,-,"-	",-,-,wasps nest that paul destroyed
,2021-06-18T00:00:00Z,22:30,23:30,KL KG,Picnic Grounds,PICO8,-,-,"-	",-,-,empty
,2021-06-25T00:00:00Z,3:00,3:30,KL KG,Picnic Grounds,PICO8,-,-,"-	",-,-,empty
,2021-06-25T00:00:00Z,3:00,3:30,KL KG,Picnic Grounds,PICO8,-,-,"-	",-,-,empty
,2022-03-15T00:00:00Z,1:08,1:30,"KL, CP, IS",Picnic Grounds,PICO8,WEBL,-,"2	",-,-,
,2022-03-23T00:00:00Z,0:55,1:15,"KL, IS",Picnic Grounds,PICO8,WEBL,-,"2	",-,-,
,2022-03-29T00:00:00Z,23:20,0:00,KG,Picnic Grounds,PICO8,WEBL,-,"2	",-,-,
,2022-04-05T00:00:00Z,1:45,2:15,"SM, VW, KL",Picnic Grounds,PICO8,WEBL,-,"4	",-,-,Nest lining includes a plastic bag??
,2022-04-12T00:00:00Z,3:02,3:19,VW,Picnic Grounds,PICO8,WEBL,1 in,"4	",5W,-,loggers added
,2022-04-22T00:00:00Z,15:00,5:00,Austin,Picnic Grounds,PICO8,WEBL,-,"4	",5W,-,loggers
,2022-04-28T00:00:00Z,,,KL,Picnic Grounds,PICO8,WEBL,1 in,"4	",-,5,"m1; capture mom; WC: 11,12,12,12,10"
,2022-05-05T00:00:00Z,,,"KL, SM, PGG",Picnic Grounds,PICO8,TRES,-,"4	",-,5,
,2022-05-12T00:00:00Z,,,SM VW YW,Picnic Grounds,PICO8,WEBL,2 nearby,"-	",-,-,
,2022-05-18T00:00:00Z,,,CP,Picnic Grounds,PICO8,WEBL,0,"4	",0,0,
,2022-05-24T00:00:00Z,,,VW,Picnic Grounds,PICO8,-,-,"2	",-,-,
,2022-05-31T00:00:00Z,,,VW,Picnic Grounds,PICO8,WEBL,-,"-	",-,-,
,2022-06-07T00:00:00Z,,,KL,Picnic Grounds,PICO8,WEBL,-,"3	",-,-,Cleaned out old nest
,2022-06-14T00:00:00Z,,,KL,Picnic Grounds,PICO8,-,-,"-	",-,-,
,2022-06-21T00:00:00Z,,,VW YW,Picnic Grounds,PICO8,-,-,"-	",-,-,
,2022-06-30T00:00:00Z,,,VW,Picnic Grounds,PICO8,-,-,"-	",-,-,empty
,2022-07-06T00:00:00Z,,,SM,Picnic Grounds,PICO8,-,-,"-	",-,-,
,2022-07-12T00:00:00Z,,,VW,Picnic Grounds,PICO8,-,-,"-	",-,-,empty
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO8,-,-,"-	",-,-,-
,2022-07-27T00:00:00Z,,,SM,Picnic Grounds,PICO8,-,0,"0	",0,0,
,2021-04-15T00:00:00Z,6:43,8:00,KL KG,Picnic Grounds,PICO9,-,-,"-	",-,-,nothing!
,2021-04-22T00:00:00Z,1:15,2:00,KL KG,Picnic Grounds,PICO9,-,-,"-	",-,-,empty
,2021-04-29T00:00:00Z,1:50,2:30,KL KG,Picnic Grounds,PICO9,-,-,"-	",-,-,Empty
,2021-05-07T00:00:00Z,5:35,6:15,KL KG,Picnic Grounds,PICO9,WEBL?,-,"1	",-,-,Small circle
,2021-05-14T00:00:00Z,23:35,0:10,KL KG DK,Picnic Grounds,PICO9,WEBL?,-,"3	",-,-,Plastic material in nest
,2021-05-21T00:00:00Z,0:30,1:30,"KL, KG",Picnic Grounds,PICO9,WEBL,-,"3	",-,-,
,2021-05-28T00:00:00Z,0:00,0:30,KL KG,Picnic Grounds,PICO9,WEBL,-,"3	",-,-,-
,2021-06-04T00:00:00Z,0:00,1:00,KL KG,Picnic Grounds,PICO9,WEBL,-,"3.5	",-,-,sprinklers
,2021-06-11T00:00:00Z,0:25,1:15,KL KG POK,Picnic Grounds,PICO9,WEBL,-,"3	",-,-,-
,2021-06-25T00:00:00Z,3:00,3:30,KL KG,Picnic Grounds,PICO9,WEBL,-,"3	",-,-,-
,2022-03-15T00:00:00Z,1:08,1:30,"KL, CP, IS",Picnic Grounds,PICO9,-,-,"-	",-,-,
,2022-03-23T00:00:00Z,0:55,1:15,"KL, IS",Picnic Grounds,PICO9,WEBL,-,"1	",-,-,
,2022-03-29T00:00:00Z,23:20,0:00,KG,Picnic Grounds,PICO9,WEBL,Male and female near,"1.5	",0,0,
,2022-04-05T00:00:00Z,1:40,2:20,VW,Picnic Grounds,PICO9,TRES,-,"3/3	",-,-,
,2022-04-12T00:00:00Z,3:02,3:15,VW,Picnic Grounds,PICO9,WEBL,-,"4	",4 C,-,
,2022-04-22T00:00:00Z,3:00,5:00,Austin,Picnic Grounds,PICO9,WEBL,1 female on nest,"4	",5W,-,loggers added
,2022-04-28T00:00:00Z,,,KL,Picnic Grounds,PICO9,WEBL,1 in,"4	",-,5,"female captured; m1; WC: 8,8,9,8,7"
,2022-05-05T00:00:00Z,,,"KL, SM, PGG",Picnic Grounds,PICO9,WEBL,-,"4	",-,5,
,2022-05-12T00:00:00Z,,,SM YW VW,Picnic Grounds,PICO9,WEBL,-,"-	",-,-,
,2022-05-18T00:00:00Z,,,CP,Picnic Grounds,PICO9,WEBL,0,"4	",0,0,
,2022-05-24T00:00:00Z,,,VW,Picnic Grounds,PICO9,,-,"3	",-,-,
,2022-05-31T00:00:00Z,,,VW,Picnic Grounds,PICO9,WEBL,-,"3	",-,-,
,2022-06-07T00:00:00Z,,,KL,Picnic Grounds,PICO9,WEBL,-,"3	",-,-,Cleaned out old nest
,2022-06-14T00:00:00Z,,,KL,Picnic Grounds,PICO9,-,-,"-	",-,-,
,2022-06-21T00:00:00Z,,,VW YW,Picnic Grounds,PICO9,-,-,"-	",-,-,
,2022-06-30T00:00:00Z,,,VW YW,Picnic Grounds,PICO9,-,-,"-	",-,-,
,2022-07-06T00:00:00Z,,,SM,Picnic Grounds,PICO9,-,-,"-	",-,-,
,2022-07-12T00:00:00Z,,,VW,Picnic Grounds,PICO9,-,-,"1	",-,-,
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICO9,-,-,"-	",-,-,-
,2022-07-27T00:00:00Z,,,SM,Picnic Grounds,PICO9,-,0,"0	",0,0,
,2021-04-15T00:00:00Z,7:00,7:30,"KL, KG",Picnic Grounds,PICR1,TRES,-,"2.5/3	",-,-,-
,2021-04-22T00:00:00Z,1:45,2:15,"KL, KG",Picnic Grounds,PICR1,TRES,-,"4/7	",-,-,-
,2021-04-29T00:00:00Z,2:15,2:45,KL KG,Picnic Grounds,PICR1,TRES,-,"4/8	",-,-,-
,2021-05-07T00:00:00Z,4:55,5:30,KL KG,Picnic Grounds,PICR1,TRES,1 near,"4/11	",-,-,-
,2021-05-14T00:00:00Z,0:55,1:30,KL KG DK,Picnic Grounds,PICR1,TRES,-,"4/8	",-,-,-
,2021-05-21T00:00:00Z,1:30,2:30,"KL, KG",Picnic Grounds,PICR1,TRES,-,"3/5	",-,-,
,2021-05-28T00:00:00Z,0:45,1:15,"KL, KG",Picnic Grounds,PICR1,TRES?,-,"4/3	",-,-,Looks like TRES building over WEBL?
,2021-06-04T00:00:00Z,0:45,1:30,"KL, KG",Picnic Grounds,PICR1,TRES,-,"4/10	",-,-,
,2021-06-11T00:00:00Z,2:10,3:00,KL KG POK,Picnic Grounds,PICR1,TRES,-,"4/10	",-,-,-
,2021-06-18T00:00:00Z,23:20,0:30,KL KG,Picnic Grounds,PICR1,WEBL?,2 near,"4/6	",-,-,-
,2021-06-25T00:00:00Z,2:15,2:45,"KL, KG",Picnic Grounds,PICR1,TRES,-,"4/7	",-,-,
,2021-07-02T00:00:00Z,1:25,2:00,KL KG,Picnic Grounds,PICR1,TRES,-,"4/4	",-,-,-
,2022-03-15T00:00:00Z,2:01,2:45,"KL, CP, IS",Picnic Grounds,PICR1,-,-,"-	",-,-,
,2022-03-23T00:00:00Z,1:20,1:49,KG RS,Picnic Grounds,PICR1,-,-,"-	",-,-,-
,2022-03-29T00:00:00Z,0:15,0:45,KG CP,Picnic Grounds,PICR1,TRES,1 on box silver band only,"1	",-,-,-
,2022-04-05T00:00:00Z,1:45,2:15,KL,Picnic Grounds,PICR1,-,-,"-	",-,-,
,2022-04-12T00:00:00Z,3:19,3:40,Vw,Picnic Grounds,PICR1,-,-,"-	",-,-,
,2022-04-19T00:00:00Z,3:40,16:00,VW,Picnic Grounds,PICR1,-,1 TRES ON,"-	",-,-,
,2022-04-26T00:00:00Z,3:56,16:00,PGG VW,Picnic Grounds,PICR1,-,-,"-	",-,-,
,2022-05-05T00:00:00Z,3:18,3:19,MZ,Picnic Grounds,PICR1,WEBL,-,"4	",-,-,
,2022-05-18T00:00:00Z,,,"KL, KG, CP",Picnic Grounds,PICR1,TRES,-,"4/15	",5W,-,
,2022-05-24T00:00:00Z,,,KL,Picnic Grounds,PICR1,TRES,1 near,"4/15	",2W,3,Hatch day!
,2022-05-31T00:00:00Z,,,KG PGG VW,Picnic Grounds,PICR1,TRES,-,"4/12	",-,5,-
,2022-06-07T00:00:00Z,0:05,1:00,CP,Picnic Grounds,PICR1,TRES,2 TRES near,"4/15	",0,4,"Banding size nestlings, rough check to avoid panic fledge"
,2022-06-14T00:00:00Z,,,KL,Picnic Grounds,PICR1,TRES,-,"4/5	",-,"Large bois, at least 4",
,2022-06-21T00:00:00Z,,,VW YW,Picnic Grounds,PICR1,TRES,-,"4/4	",-,-,FLEDGED
,2022-06-30T00:00:00Z,,,VW YW,Picnic Grounds,PICR1,TRES,1 WEBL on,"4/5	",-,-,old nest
,2022-07-06T00:00:00Z,,,SM KL,Picnic Grounds,PICR1,TRES,-,"4/10	",-,-,
,2022-07-12T00:00:00Z,,,KL,Picnic Grounds,PICR1,-,-,"-	",-,-,
,2022-07-21T00:00:00Z,,,KG,Picnic Grounds,PICR1,-,-,"-	",-,-,
,2022-07-27T00:00:00Z,,,KL,Picnic Grounds,PICR1,-,-,"-	",-,-,
,2023-04-01T00:00:00Z,4:15,4:30,KL,Picnic Grounds,PICR1,-,-,"-	",-,-,
,2023-04-04T00:00:00Z,1:09,1:10,"RK, KL, YZ",Picnic Grounds,PICR1,TRES,2 TRES,"0	",-,-,2 TRES on top of nestbox
,2023-04-11T00:00:00Z,1:34,1:49,"RK, YZ",Picnic Grounds,PICR1,WEBL,1,"1	",-,-,1 adult on top of box
,2023-04-18T00:00:00Z,,,KL,Picnic Grounds,PICR1,WEBL,1 on 1 near,"4	",-,-,
,2023-04-25T00:00:00Z,0:18,0:30,YZ,Picnic Grounds,PICR1,WEBL,"1 on top, 1 nearby","4	",0,0,4 adult TRES nearbg
,2023-05-02T00:00:00Z,1:33,1:49,RK,Picnic Grounds,PICR1,WEBL,0,"4	",5W,0,
,2023-05-09T00:00:00Z,23:58,0:30,RK,Picnic Grounds,PICR1,WEBL,1 female inside,"4	",5W,0,
,2023-05-16T00:00:00Z,0:00,0:15,"RK, YZ",Picnic Grounds,PICR1,WEBL,1 nearby,"4	",2W,3,
,2023-05-30T00:00:00Z,,,"KL, RK, YZ",Picnic Grounds,PICR1,WEBL,2 nearby,"4	",0,5,
,2023-06-16T00:00:00Z,0:25,0:30,"KL, YZ",Picnic Grounds,PICR1,TRES,2 nearby,"4/10	",5W,0,
,2023-06-29T00:00:00Z,,,KL,Picnic Grounds,PICR1,TRES,1 in,"4/15	",1W,3,
