date.x,plate,assay_format,species,blood_num,r1_s1,r1_s2,r2_s1,r2_s2,mean_s1,mean_s2,d_s1,d_s2,blood_num_mother,brood_size,cort_s1_mother,cort_s2_mother,Species,Nestbox,year,habitat,canopy_cover,site,attempt_id,date.y,juliandate,ind_id,band_number,occasion,Age,age,Sex,meanh,meanmaxtempI,condition,weight,wing,tail,skull,bill,tarsus,gweight,gwing,gtail,gskull,gbill,gtarsus
2023-09-13,A08,100,WEBL,B006,NA,19.94,NA,21.62,NA,20.78,NA,1.6799999999999997,B006,5,NA,20.78,WEBL,MBNC15,2022,Forest,33.021,MB,2022_MBNC15_1,2022-04-22,112,2941-18467,2941-18467,1,AHY,NA,F,67.58025173611111,NA,1.325,26.5,100,54,35.8,7.7,20,NA,NA,NA,NA,NA,NA
2023-09-13,A08,100,WEBL,B023,NA,37,NA,38.22,NA,37.61,NA,1.2199999999999989,B023,5,NA,37.61,WEBL,MBNG14,2022,Grassland,0,MB,2022_MBNG14_1,2022-04-27,117,2941-94406,2941-94406,1,AHY,NA,F,63.39577690972222,25.857562499999997,1.3762376237623763,27.8,97,58,36.9,8.4,20.2,NA,NA,NA,NA,NA,NA
2023-09-13,A08,100,WEBL,B028,5.593,50.12,4.361,52.86,4.977,51.489999999999995,1.2320000000000002,2.740000000000002,B028,4,4.977,51.489999999999995,WEBL,MBNC13,2022,Forest,71.776,MB,2022_MBNC13_1,2022-04-27,117,2941-18469,2941-18469,1,AHY,1,F,62.354605034722226,24.2629375,1.3217821782178218,26.7,95,61,36.8,8.6,20.2,NA,NA,NA,NA,NA,NA
2023-09-13,A08,100,WEBL,B033,7.623,30.29,6.056,28.11,6.8395,29.2,1.5670000000000002,2.1799999999999997,B033,5,6.8395,29.2,WEBL,PICO8,2022,Orchard,26.104,PG,2022_PICO8_1,2022-04-27,117,2941-94411,2941-94411,1,AHY,NA,F,NA,25.5,1.288557213930348,25.9,101,61,35,8.6,20.1,NA,NA,NA,NA,NA,NA
2023-09-13,A09,100,WEBL,B042,2.332,32.76,3.736,32.34,3.034,32.55,1.4040000000000004,0.4199999999999946,B042,5,3.034,32.55,WEBL,PICO9,2022,Orchard,19.201999999999998,PG,2022_PICO9_1,2022-04-28,118,2941-94412,2941-94412,1,AHY,2,F,NA,27.285714285714285,1.1390134529147982,25.4,96,57,35.5,9.1,22.3,NA,NA,NA,NA,NA,NA
2023-09-27,A19,100,WEBL,B376,10.51,NA,NA,NA,10.51,NA,NA,NA,B376,4,10.51,NA,TRES,PICG2,2023,Grassland,15.870999999999995,PG,2023_PICG2_1,2023-05-18,138,2881-65893,2881-65893,1,AHY,7,F,62.193897569444445,34.2804375,1.4201680672268906,16.9,108,54,27.3,4.8,11.9,NA,NA,NA,NA,NA,NA
2023-09-27,A19,100,WEBL,B377,NA,NA,NA,12.3,NA,12.3,NA,NA,B377,4,NA,12.3,TRES,PICO3,2023,Orchard,95.565,PG,2023_PICO3_1,2023-05-18,138,2881-17944,2881-17944,1,AHY,0,F,59.84790798611111,32.762499999999996,1.584,19.8,115,56,28.1,5.3,12.5,NA,NA,NA,NA,NA,NA
2023-09-27,A19,100,WEBL,B378,NA,1.649,NA,3.536,NA,2.5925000000000002,NA,1.887,B378,3,NA,2.5925000000000002,TRES,RRRR6,2023,Row crop,0,RR,2023_RRRR6_1,2023-05-18,138,2881-65894,2881-65894,1,ASY,3,F,NA,33.6888125,1.5409836065573772,18.8,112,57,27.6,5.7,12.2,NA,NA,NA,NA,NA,NA
2023-09-27,A19,100,WEBL,B379,NA,8.055,NA,9.446,NA,8.750499999999999,NA,1.391,B379,6,NA,8.750499999999999,WEBL,PICG7,2023,Grassland,NA,PG,2023_PICG7_1,2023-05-19,139,2941-94560,2941-94560,1,AHY,4,F,61.42529513888889,33.11125,1.2238095238095237,25.7,97,55,37,8.9,21,NA,NA,NA,NA,NA,NA
2023-09-27,A19,100,WEBL,B380,NA,13.91,NA,15.72,NA,14.815000000000001,NA,1.8100000000000005,B380,5,NA,14.815000000000001,WEBL,SFP15,2023,Forest,84.52,MB,2023_SFP15_1,2023-05-20,140,2941-18530,2941-18530,1,AHY,3,F,70.05030381944445,30.04088392857143,1.2920792079207921,26.1,98,59,35.8,8.2,20.2,NA,NA,NA,NA,NA,NA
2023-09-27,A19,100,WEBL,B381,NA,6.352,NA,7.339,NA,6.8455,NA,0.9870000000000001,B381,6,NA,6.8455,TRES,SFP11,2023,Forest,83.274,MB,2023_SFP11_1,2023-05-20,140,2881-27408,2881-27408,1,SY,2,F,70.05030381944445,30.108999999999998,1.432,17.9,105,49,26.2,4.2,12.5,NA,NA,NA,NA,NA,NA
2023-09-27,A19,100,WEBL,B389,NA,22.15,NA,26.03,NA,24.09,NA,3.8800000000000026,B389,5,NA,24.09,WEBL,PCC7,2023,Forest,78.92099999999999,PG,2023_PCC7_1,2023-05-23,143,2941-18781,2941-18781,1,AHY,1,F,65.98860243055556,32.656625,1.2814070351758795,25.5,101,63,35.9,8.4,19.9,NA,NA,NA,NA,NA,NA
2023-09-27,A19,100,WEBL,B393,NA,20.4,NA,17.02,NA,18.71,NA,3.379999999999999,B393,2,NA,18.71,WEBL,PICO4,2023,Orchard,98.2,PG,2023_PICO4_1,2023-05-23,143,2941-94571,2941-94571,1,AHY,6,F,62.48133680555556,30.3985625,1.4153846153846155,27.6,96,59,36.6,8.8,19.5,NA,NA,NA,NA,NA,NA
2023-09-27,A20,100,WEBL,B347,6.825,13.05,6.664,21.31,6.7445,17.18,0.16100000000000048,8.259999999999998,B347,3,6.7445,17.18,TRES,MBNG10,2022,Grassland,0,MB,2022_MBNG10_2,2022-07-14,195,2881-65888,2881-65888,1,AHY,NA,F,53.755269097222225,38.373687499999996,1.278688524590164,15.6,108,53,28.1,5.1,12.2,NA,NA,NA,NA,NA,NA
2023-09-27,A20,100,WEBL,B349,4.174,33.77,4.77,31.71,4.4719999999999995,32.74,0.5959999999999992,2.0600000000000023,B349,3,4.4719999999999995,32.74,WEBL,MBNG28,2022,Grassland,0.8599999999999994,MB,2022_MBNG28_1,2022-07-19,200,2941-94458,2941-94458,1,AHY,0,F,55.71328867813709,NA,1.263157894736842,26.4,99,62,36.8,8.5,20.9,NA,NA,NA,NA,NA,NA
2023-09-27,A20,100,WEBL,B360,11.31,36.72,6.68,42.1,8.995000000000001,39.41,4.630000000000001,5.380000000000003,B360,5,8.995000000000001,39.41,WEBL,PICR10,2023,Row crop,NA,PG,2023_PICR10_1,2023-05-09,129,2941-94553,2941-94553,1,AHY,4,F,69.11769097222222,19.92975,1.3045685279187818,25.7,97,59,35.9,8.4,19.7,NA,NA,NA,NA,NA,NA
