Comments,OK to get fecal sample?,Date of fecal sample,Comments/info from fecal sample visit,Site,Nestbox,Attempt No.,Species,Male ID,Female ID,First Egg Date,First Egg Date Certainty,Clutch Size,Incubation Begins Date,Eggs Hatched,Eggs Failed-to-Hatch,Eggs Abandoned,Eggs Depredated,Eggs Destroyed,Egg Unknown Fate,Brood Size,Hatch Date,HD Observed or Estimated?,Earliest Target Banding Date,Latest Target Banding Date,Date Banded,Nestlings Fledging,Nestlings Perishing,Nestlings Abandoned,Nestlings Depredated,Nestlings Destroyed,BAND numbers of Nestlings,Notes
NA,NA,NA,NA,Picnic Grounds,PICO2,1,WEBL,NA,NA,2022-06-12,Estimated,5,2022-06-17,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO2,2,WEBL,NA,NA,2022-07-27,Confirmed,1,2022-07-28,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO3,1,WEBL,NA,NA,2022-03-26,Estimated,4,2022-03-30,3,1,0,0,0,0,3,2022-04-06,Estimated,2022-04-19,2022-04-21,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICO3,2,WEBL,NA,NA,2022-04-22,Estimated,6,2022-04-28,6,0,0,0,0,0,6,2022-05-12,Estimated,2022-05-25,2022-05-27,2022-05-26,NA,NA,NA,NA,0,"2941-94525, 2941-94526, 2941-94527, 2941-94528, 2941-94529, 2941-94530",NA
NA,NA,NA,NA,Picnic Grounds,PICO4,1,WEBL,NA,NA,2022-03-24,Estimated,5,2022-03-29,4,1,0,0,0,0,4,2022-04-11,Estimated,2022-04-24,2022-04-26,NA,3,1,0,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO4,2,WEBL,NA,NA,2022-05-12,Estimated,6,2022-05-18,6,0,0,0,0,0,6,2022-05-31,Confirmed,2022-06-13,2022-06-15,NA,5,1,0,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO5,1,TRES,NA,NA,2022-03-30,Estimated,6,2022-04-05,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICO5,2,TRES,2881-65920,2631-20620,2022-04-17,Estimated,6,2022-04-23,5,0,0,0,0,1,5,2022-05-06,Estimated,2022-05-17,2022-05-19,2022-05-18,5,0,0,0,0,"2881-65928, 2881-65929, 2881-65930, 2881-65931, 2881-65932",NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICO6,1,TRES,NA,2881-17944,2022-05-02,Estimated,6,2022-05-08,4,1,0,0,0,1,4,2022-05-22,Estimated,2022-06-02,2022-06-04,2022-06-03,4,0,0,0,0,"2881-65826, 2881-65827, 2881-65828, 2881-65829",NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICO7,1,WEBL,NA,2941-94411,2022-06-10,Estimated,4,2022-06-14,3,0,0,0,0,1,3,2022-06-24,Estimated,2022-07-07,2022-07-09,2022-07-07,3,0,0,0,0,"2941-94550, 2941-94551, 2941-94552",NA
NA,NA,NA,NA,Picnic Grounds,PICO8,1,WEBL,NA,NA,2022-04-07,Estimated,5,2022-04-12,5,0,0,0,0,0,5,2022-04-24,Estimated,2022-05-07,2022-05-09,NA,5,0,0,0,0,NA,NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICO9,1,WEBL,NA,2941-94512,2022-04-08,Estimated,5,2022-04-13,5,0,0,0,0,0,5,2022-04-26,Estimated,2022-05-09,2022-05-11,2022-05-10,5,0,0,0,0,"2941-94519, 2941-94520, 2941-94521, 2941-94522, 2941-94523",NA
NA,NA,NA,NA,Picnic Grounds,PICR1,1,TRES,NA,NA,2022-05-13,Estimated,5,2022-05-18,5,0,0,0,0,0,5,2022-05-24,Confirmed,2022-06-04,2022-06-06,NA,4,1,0,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR10,1,TRES,NA,NA,2022-04-16,Estimated,6,2022-04-22,0,0,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR10,2,TRES,NA,NA,2022-04-29,Estimated,6,2022-05-05,6,0,0,0,0,0,6,2022-05-07,Estimated,2022-05-18,2022-05-20,NA,4,2,0,0,0,NA,NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICR10,3,TRES,NA,2881-65977,2022-06-09,Estimated,5,2022-06-14,3,0,0,0,0,2,3,2022-06-27,Estimated,2022-07-08,2022-07-10,2022-07-10,3,0,0,0,0,"2881-65851, 2881-65852",NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICR3,1,TRES,NA,2631-20668,2022-04-23,Estimated,5,2022-04-28,5,0,0,0,0,0,5,2022-05-12,Confirmed,2022-05-23,2022-05-25,2022-05-24,2,3,0,0,0,"2881-65943, 2881-65944, 2881-65945, 2881-65946, 2881-65947, 2881-65948",NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICR4,1,WEBL,NA,NA,2022-04-14,Estimated,5,2022-04-19,4,0,0,0,0,1,4,2022-05-03,Estimated,2022-05-16,2022-05-18,2022-05-18,4,0,0,0,0,"2941-94525, 2941-94526, 2941-94527, 2941-94528",NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICR4,2,WEBL,NA,2941-94537,2022-06-10,Estimated,5,2022-06-15,5,0,0,0,0,0,5,2022-06-27,Estimated,2022-07-10,2022-07-12,2022-07-12,5,0,0,0,0,"2941-94553, 2941-94554, 2941-94555, 2941-94556, 2941-94557",NA
NA,NA,NA,NA,Picnic Grounds,PICR5,1,TRES,NA,NA,2022-04-29,Estimated,6,2022-05-05,6,0,0,0,0,0,6,2022-05-12,Estimated,2022-05-23,2022-05-25,NA,5,1,0,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR5,2,TRES,NA,NA,2022-06-11,Estimated,4,2022-06-15,4,0,0,0,0,0,4,2022-06-28,Estimated,2022-07-09,2022-07-11,NA,4,0,0,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR6,1,TRES,NA,NA,2022-04-28,Estimated,3,2022-05-01,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR7,1,TRES,NA,NA,2022-04-29,Estimated,3,2022-05-02,2,0,0,0,0,1,2,2022-05-19,Estimated,2022-05-30,2022-06-01,NA,2,0,0,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR7,2,WEBL,NA,NA,2022-06-14,Confirmed,2,2022-06-16,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR7,3,WEBL,NA,NA,2022-07-25,Estimated,2,2022-07-27,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR8,1,TRES,NA,NA,2022-04-22,Estimated,4,2022-04-26,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR8,2,TRES,NA,2881-65933,2022-04-30,Estimated,5,2022-05-05,5,0,0,0,0,0,5,2022-05-12,Confirmed,2022-05-23,2022-05-25,2022-05-24,5,0,0,0,0,"2881-65941, 2881-65942, 2881-65949, 2881-65950",NA
NA,NA,NA,NA,Russell Ranch,RRRG1,1,TRES,NA,NA,2022-04-09,Estimated,5,2022-04-14,5,0,0,0,0,0,5,2022-04-29,Estimated,2022-05-10,2022-05-12,NA,5,0,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG13,1,TRES,NA,NA,2022-04-22,Estimated,6,2022-04-28,5,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG13,2,TRES,NA,NA,2022-06-18,Estimated,4,2022-06-22,4,0,0,0,0,0,4,2022-07-06,Confirmed,2022-07-17,2022-07-19,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG2,1,TRES,NA,NA,2022-04-19,Confirmed,5,2022-04-24,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG26,1,WEBL,NA,NA,2022-04-14,Estimated,5,2022-04-19,1,3,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG27,1,TRES,NA,NA,2022-04-26,Confirmed,5,2022-05-01,5,0,0,0,0,0,5,2022-05-14,Estimated,2022-05-25,2022-05-27,NA,4,1,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG28,1,WEBL,NA,NA,2022-04-02,Estimated,6,2022-04-08,3,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Russell Ranch,RRRG28,2,WEBL,NA,NA,2022-04-21,Estimated,5,2022-04-26,3,2,0,0,0,0,3,2022-04-21,Estimated,2022-05-04,2022-05-06,2022-05-04,NA,NA,NA,0,0,"2941-94511, 2941-94512, 2941-94513",NA
NA,NA,NA,NA,Russell Ranch,RRRG28,3,TRES,NA,NA,2022-05-17,Estimated,4,2022-05-21,3,0,0,0,0,1,3,2022-06-02,Estimated,2022-06-13,2022-06-15,NA,3,0,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG29,1,TRES,NA,NA,2022-06-16,Confirmed,3,2022-06-19,2,1,0,0,0,0,2,2022-06-16,Confirmed,2022-06-27,2022-06-29,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG33,1,TRES,NA,NA,2022-05-04,Estimated,6,2022-05-10,2,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG33,2,TRES,NA,NA,2022-06-22,Confirmed,1,2022-06-23,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG34,1,TRES,NA,NA,2022-04-23,Estimated,5,2022-04-28,5,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG35,1,WEBL,NA,NA,2022-04-16,Estimated,3,2022-04-19,0,0,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG36,1,TRES,NA,NA,2022-04-19,Confirmed,5,2022-04-24,1,4,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG36,2,TRES,NA,NA,2022-06-07,Estimated,6,2022-06-13,2,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG38,1,TRES,NA,NA,2022-04-19,Estimated,7,2022-04-26,3,3,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG38,2,TRES,NA,NA,2022-06-11,Estimated,3,2022-06-14,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG39,1,WEBL,NA,NA,2022-05-05,Estimated,5,2022-05-10,5,0,0,0,0,0,5,2022-05-20,Estimated,2022-06-02,2022-06-04,NA,4,1,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG4,1,TRES,NA,NA,2022-04-08,Estimated,5,2022-04-13,0,0,1,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG4,2,TRES,NA,NA,2022-05-04,Estimated,6,2022-05-10,4,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG4,3,TRES,NA,NA,2022-06-09,Estimated,5,2022-06-14,1,0,0,0,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG40,1,TRES,NA,NA,2022-05-08,Estimated,2,2022-05-10,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG40,2,TRES,NA,NA,2022-05-20,Estimated,4,2022-05-24,3,0,0,0,0,1,3,2022-05-26,Estimated,2022-06-06,2022-06-08,NA,3,0,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG41,1,TRES,NA,NA,2022-05-06,Estimated,4,2022-05-10,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Russell Ranch,RRRG41,2,WEBL,NA,2941-94538,2022-06-09,Estimated,5,2022-06-14,5,0,0,0,0,0,5,2022-06-20,Estimated,2022-07-03,2022-07-05,2022-07-05,5,0,0,0,0,"2941-94540, 2941-94541, 2941-94542, 2941-94543, 2941-94544",NA
NA,NA,NA,NA,Russell Ranch,RRRG42,1,TRES,NA,NA,2022-05-14,Estimated,6,2022-05-20,6,0,0,0,0,0,6,2022-05-16,Estimated,2022-05-27,2022-05-29,NA,5,1,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG43,1,TRES,NA,NA,2022-05-04,Estimated,6,2022-05-10,6,0,0,0,0,0,6,2022-05-17,Estimated,2022-05-28,2022-05-30,NA,3,3,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG44,1,TRES,NA,NA,2022-05-04,Estimated,6,2022-05-10,6,0,0,0,0,0,6,2022-05-17,Estimated,2022-05-28,2022-05-30,NA,3,3,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG44,2,WEBL,NA,NA,2022-06-17,Estimated,5,2022-06-22,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG45,1,ATFL,NA,NA,2022-05-20,Estimated,4,2022-05-24,3,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG5,1,WEBL,NA,NA,2022-04-16,Estimated,4,2022-04-20,4,0,0,0,0,0,4,2022-05-02,Estimated,2022-05-15,2022-05-17,NA,4,0,0,0,0,NA,NA
HOBO loggers,NA,NA,NA,Russell Ranch,RRRG5,2,TRES,NA,NA,2022-06-04,Estimated,5,2022-06-09,5,0,0,0,0,0,5,2022-06-16,Confirmed,2022-06-27,2022-06-29,2022-06-28,5,0,0,0,0,"2881-65836, 2881-65837, 2881-65838, 2881-65839, 2881-65840",NA
NA,NA,NA,NA,Russell Ranch,RRRG6,1,TRES,NA,NA,2022-04-09,Estimated,6,2022-04-15,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG7,1,WEBL,NA,NA,2022-04-08,Estimated,5,2022-04-13,5,0,0,0,0,0,5,2022-04-26,Estimated,2022-05-09,2022-05-11,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG7,2,TRES,NA,NA,2022-06-05,Estimated,4,2022-06-09,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG8,1,WEBL,NA,NA,2022-03-23,Confirmed,5,2022-03-28,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG8,2,TRES,NA,NA,2022-05-10,Confirmed,1,2022-05-11,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG9,1,TRES,NA,NA,2022-04-20,Estimated,6,2022-04-26,5,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG9,2,WEBL,NA,NA,2022-06-14,Confirmed,5,2022-06-19,3,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR1,1,WEBL,NA,NA,2022-04-17,Estimated,5,2022-04-22,3,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR10,1,WEBL,NA,NA,2022-04-05,Estimated,5,2022-04-10,4,0,0,0,0,1,4,2022-04-27,Estimated,2022-05-10,2022-05-12,NA,4,0,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR10,2,WEBL,NA,NA,2022-06-03,Estimated,4,2022-06-07,0,0,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Russell Ranch,RRRR10,3,WEBL,NA,NA,2022-06-16,Estimated,5,2022-06-21,5,0,0,0,0,0,5,2022-06-21,Estimated,2022-07-04,2022-07-06,2022-07-06,5,0,0,0,0,"2941-94545, 2941-94546, 2941-94547, 2941-94548, 2941-94549",NA
NA,NA,NA,NA,Russell Ranch,RRRR2,1,WEBL,NA,NA,2022-04-07,Estimated,6,2022-04-13,5,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR2,2,TRES,NA,NA,2022-04-30,Estimated,5,2022-05-05,5,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR2,3,WEBL,NA,NA,2022-05-18,Confirmed,1,2022-05-19,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR2,4,WEBL,NA,NA,2022-05-28,Estimated,5,2022-06-02,4,0,0,0,0,1,4,2022-06-07,Estimated,2022-06-20,2022-06-22,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR3,1,TRES,NA,NA,2022-04-27,Estimated,6,2022-05-03,6,0,0,0,0,0,6,2022-05-16,Estimated,2022-05-27,2022-05-29,NA,6,0,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR3,2,TRES,NA,NA,2022-06-21,Confirmed,4,2022-06-25,2,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR4,1,TRES,NA,NA,2022-04-24,Estimated,6,2022-04-30,5,1,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR4,2,TRES?,NA,NA,2022-06-30,Confirmed,1,2022-07-01,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR5,1,WEBL,NA,NA,2022-04-08,Estimated,5,2022-04-13,5,0,0,0,0,0,5,2022-04-28,Estimated,2022-05-11,2022-05-13,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR6,1,TRES,NA,NA,2022-04-24,Estimated,6,2022-04-30,6,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR8,1,TRES,NA,NA,2022-04-30,Estimated,5,2022-05-05,3,0,0,0,0,2,3,2022-05-22,Estimated,2022-06-02,2022-06-04,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR8,2,TRES,NA,NA,2022-06-30,Confirmed,1,2022-07-01,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR9,1,TRES,NA,NA,2022-04-28,Estimated,5,2022-05-03,5,0,0,0,0,0,5,2022-05-19,Confirmed,2022-05-30,2022-06-01,NA,2,3,0,0,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR9,2,TRES,NA,NA,2022-06-21,Confirmed,1,2022-06-22,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Mace Blvd,MBNG1,1,WEBL,NA,2941-94458,2023-04-14,Estimated,5,2023-04-19,5,0,0,0,0,0,5,2023-05-02,Estimated,2023-05-15,2023-05-17,2023-05-16,4,1,0,0,0,"2941-94555, 2941-94556, 2941-94557, 2941-94558",NA
NA,NA,NA,NA,Mace Blvd,MBNG10,1,TRES,NA,NA,2023-04-25,Estimated,5,2023-04-30,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Mace Blvd,MBNG11,1,TRES,NA,2881-65892,2023-04-21,Estimated,6,2023-04-27,6,0,0,0,0,0,6,2023-05-09,Confirmed,2023-05-20,2023-05-22,2023-05-22,6,0,0,0,0,"2881-65895, 2881-65896, 2881-65897, 2881-65898, 2881-65899, 2881-65900",NA
NA,NA,NA,NA,Mace Blvd,MBNG11,2,TRES,NA,NA,2023-06-23,Estimated,5,2023-06-28,0,0,3,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG11,3,TRES,NA,NA,2023-07-08,Estimated,4,2023-07-12,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG12,1,TRES,NA,NA,2023-05-27,Estimated,5,2023-06-01,4,0,0,0,0,1,4,2023-06-04,Estimated,2023-06-15,2023-06-17,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG13,1,TRES,NA,NA,2023-05-07,Estimated,2,2023-05-09,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Mace Blvd,MBNG14,1,WEBL,2941-94585,2941-94436,2023-05-27,Estimated,5,2023-06-01,5,0,0,0,0,0,5,2023-06-08,Estimated,2023-06-21,2023-06-23,2023-06-23,NA,NA,NA,NA,0,"2941-94596, 2941-94597, 2941-94598, 2941-94599, 2941-94600",NA
NA,NA,NA,NA,Mace Blvd,MBNG23,1,TRES,NA,NA,2023-04-25,Estimated,5,2023-04-30,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG23,2,TRES,NA,NA,2023-06-25,Estimated,3,2023-06-28,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG24,1,Mystery,NA,NA,2023-04-08,Estimated,5,2023-04-13,5,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG25,1,TRES,NA,NA,2023-04-15,Estimated,5,2023-04-20,5,0,0,0,0,0,5,2023-05-04,Estimated,2023-05-15,2023-05-17,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG28,1,TRES,NA,NA,2023-05-02,Estimated,6,2023-05-08,0,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG3,1,WEBL,NA,NA,2023-05-04,Confirmed,5,2023-05-09,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Mace Blvd,MBNG5,1,WEBL,NA,2941-94584,2023-05-27,Estimated,5,2023-06-01,5,0,0,0,0,0,5,2023-06-05,Estimated,2023-06-18,2023-06-20,2023-06-20,5,0,0,0,0,"2941-94591, 2941-94592, 2941-94593, 2941-94594, 2941-94595",NA
NA,NA,NA,NA,Mace Blvd,MBNG6,1,TRES,NA,NA,2023-04-29,Estimated,5,2023-05-04,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Mace Blvd,MBNG6,2,TRES,2881-6586,2881-65931,2023-06-11,Estimated,4,2023-06-15,4,0,0,0,0,0,4,2023-06-29,Estimated,2023-07-10,2023-07-12,2023-07-12,3,1,0,0,0,2881-65940,NA
NA,NA,NA,NA,Mace Blvd,MBNG7,1,TRES,NA,NA,2023-05-05,Estimated,4,2023-05-09,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG8,1,TRES,NA,NA,2023-04-27,Confirmed,6,2023-05-03,0,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNG9,1,TRES,NA,NA,2023-04-22,Estimated,5,2023-04-27,5,0,0,0,0,0,5,2023-05-06,Estimated,2023-05-17,2023-05-19,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Mace Blvd,MBNG9,2,TRES,NA,2881-65802,2023-06-25,Estimated,3,2023-06-28,3,0,0,0,0,0,3,2023-06-30,Estimated,2023-07-11,2023-07-13,2023-07-12,NA,NA,NA,NA,0,2881-65943,NA
NA,NA,NA,NA,Mace Blvd,MBNR1,1,ATFL,NA,NA,2023-05-19,Confirmed,5,2023-05-24,3,2,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNR10,1,WEBL,NA,NA,2023-05-01,Estimated,6,2023-05-07,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Mace Blvd,MBNR2,1,WEBL,2941-18795,2941-94509,2023-04-23,Estimated,6,2023-04-29,5,0,0,0,0,1,5,2023-05-07,Estimated,2023-05-20,2023-05-22,2023-05-22,NA,NA,NA,0,0,"2941-94566, 2941-94567, 2941-94568, 2941-94569, 2941-94570",NA
NA,NA,NA,NA,Mace Blvd,MBNR2,2,WEBL,NA,NA,2023-05-16,Confirmed,6,2023-05-22,5,1,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNR2,3,WEBL,NA,NA,2023-05-22,Confirmed,5,2023-05-27,5,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Mace Blvd,MBNR2,4,TRES,NA,2881-65914,2023-06-10,Estimated,5,2023-06-15,4,0,0,0,0,1,4,2023-06-22,Estimated,2023-07-03,2023-07-05,2023-07-04,4,0,0,0,0,"2881-65927, 2881-65928, 2881-65929, 2881-65930",NA
NA,NA,NA,NA,Mace Blvd,MBNR3,1,TRES,NA,NA,2023-04-28,Estimated,6,2023-05-04,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
